date,dma,hour,sessions,direct_sessions,organic_sessions,paid_sessions,social_sessions,conversions,revenue
2023-07-23,Dallas,19,39,9,6,1,23,2,248.94
2023-07-23,Dallas,20,32,8,3,1,20,0,0.0
2023-07-23,Dallas,21,41,11,5,0,23,1,123.15
2023-07-23,Dallas,22,35,9,5,1,20,0,0.0
2023-07-23,Dallas,23,27,7,3,0,17,1,114.35
2023-07-23,Houston,0,11,0,0,0,11,0,0.0
2023-07-23,Houston,1,11,1,0,0,10,0,0.0
2023-07-23,Houston,2,12,1,0,0,11,0,0.0
2023-07-23,Houston,3,12,2,0,0,10,0,0.0
2023-07-23,Houston,4,10,2,0,0,8,0,0.0
2023-07-23,Houston,5,12,1,1,0,10,0,0.0
2023-07-23,Houston,6,12,1,1,0,10,0,0.0
2023-07-23,Houston,7,17,2,1,0,14,0,0.0
2023-07-23,Houston,8,22,3,1,0,18,0,0.0
2023-07-23,Houston,9,23,2,4,1,16,0,0.0
2023-07-23,Houston,10,32,3,7,1,21,1,110.88
2023-07-23,Houston,11,39,5,9,2,23,1,116.89
2023-07-23,Houston,12,24,1,2,1,20,0,0.0
2023-07-23,Houston,13,17,1,2,0,14,1,139.87
2023-07-23,Houston,14,77,41,17,0,15,5,566.55
2023-07-23,Houston,15,14,0,2,0,12,1,141.45
2023-07-23,Houston,16,9,0,0,0,8,0,0.0
2023-07-23,Houston,17,25,1,4,0,20,0,0.0
2023-07-23,Houston,18,30,8,3,0,19,1,166.67
2023-07-23,Houston,19,37,10,7,1,19,2,238.55
2023-07-23,Houston,20,47,15,6,0,24,3,420.94
2023-07-23,Houston,21,41,13,6,0,20,0,0.0
2023-07-23,Houston,22,42,12,5,2,20,1,122.02
2023-07-23,Houston,23,17,1,0,0,15,0,0.0
2023-07-23,Los_Angeles,0,31,6,3,1,21,0,0.0
2023-07-23,Los_Angeles,1,31,8,4,0,19,0,0.0
2023-07-23,Los_Angeles,2,14,1,0,0,13,0,0.0
2023-07-23,Los_Angeles,3,31,8,4,0,19,0,0.0
2023-07-23,Los_Angeles,4,22,6,3,0,13,1,142.75
2023-07-23,Los_Angeles,5,20,3,1,0,16,0,0.0
2023-07-23,Los_Angeles,6,33,8,4,0,21,0,0.0
2023-07-23,Los_Angeles,7,43,11,7,3,22,1,155.88
2023-07-23,Los_Angeles,8,55,16,9,4,26,1,148.51
2023-07-23,Los_Angeles,9,60,13,16,8,23,1,167.5
2023-07-23,Los_Angeles,10,62,14,16,7,25,3,439.76
2023-07-23,Los_Angeles,11,92,22,26,14,30,2,264.75
2023-07-23,Los_Angeles,12,62,13,16,7,26,3,433.82000000000005
2023-07-23,Los_Angeles,13,31,4,5,2,20,0,0.0
2023-07-23,Los_Angeles,14,32,2,9,2,19,1,110.28
2023-07-23,Los_Angeles,15,27,3,6,1,17,1,124.75
2023-07-23,Los_Angeles,16,31,3,6,2,20,1,147.26
2023-07-23,Los_Angeles,17,49,8,13,5,23,1,171.4
2023-07-23,Los_Angeles,18,75,26,13,6,30,0,0.0
2023-07-23,Los_Angeles,19,92,31,18,12,31,2,201.47
2023-07-23,Los_Angeles,20,125,44,26,16,39,4,551.5699999999999
2023-07-23,Los_Angeles,21,109,40,21,11,33,1,174.07
2023-07-23,Los_Angeles,22,84,31,16,6,27,2,271.72
2023-07-23,Los_Angeles,23,40,12,4,2,22,0,0.0
2023-07-23,New_York,0,27,5,2,0,20,3,354.56
2023-07-23,New_York,1,31,6,4,0,21,1,107.77
2023-07-23,New_York,2,25,6,1,0,18,2,253.21
2023-07-23,New_York,3,24,5,2,0,17,1,142.54
2023-07-23,New_York,4,40,12,4,2,22,1,151.68
2023-07-23,New_York,5,40,11,6,0,23,2,246.61
2023-07-23,New_York,6,40,11,5,1,23,3,468.67
2023-07-23,New_York,7,51,16,9,3,23,1,106.19
2023-07-23,New_York,8,75,24,14,8,29,0,0.0
2023-07-23,New_York,9,89,22,26,13,28,1,127.29
2023-07-23,New_York,10,99,25,29,15,30,0,0.0
2023-07-23,New_York,11,97,21,30,14,32,4,500.45
2023-07-23,New_York,12,84,21,24,13,26,0,0.0
2023-07-23,New_York,13,48,9,10,5,24,0,0.0
2023-07-23,New_York,14,55,12,13,8,22,1,129.68
2023-07-23,New_York,15,35,5,8,1,21,0,0.0
2023-07-23,New_York,16,50,13,10,4,20,2,220.34
2023-07-23,New_York,17,52,9,14,5,24,2,226.31
2023-07-23,New_York,18,78,26,15,8,29,2,325.57000000000005
2023-07-23,New_York,19,148,55,32,19,42,4,532.02
2023-07-23,New_York,20,190,81,45,22,39,4,550.81
2023-07-23,New_York,21,230,119,57,15,33,4,626.72
2023-07-23,New_York,22,122,47,25,13,32,3,368.39
2023-07-23,New_York,23,51,16,9,3,23,3,418.72
2023-07-23,Philadelphia,0,13,2,0,0,11,0,0.0
2023-07-23,Philadelphia,1,8,0,0,0,8,0,0.0
2023-07-23,Philadelphia,2,9,0,0,0,9,0,0.0
2023-07-23,Philadelphia,3,9,0,0,0,9,0,0.0
2023-07-23,Philadelphia,4,18,3,1,0,14,0,0.0
2023-07-23,Philadelphia,5,18,3,1,0,14,0,0.0
2023-07-23,Philadelphia,6,14,1,0,0,13,1,148.88
2023-07-23,Philadelphia,7,22,3,0,0,19,0,0.0
2023-07-23,Philadelphia,8,18,2,1,0,15,1,152.62
2023-07-23,Philadelphia,9,25,2,3,1,19,0,0.0
2023-07-23,Philadelphia,10,32,3,8,1,20,1,135.09
2023-07-23,Philadelphia,11,29,4,6,0,19,1,112.32
2023-07-23,Philadelphia,12,26,2,4,0,20,0,0.0
2023-07-23,Philadelphia,13,19,1,1,0,17,0,0.0
2023-07-23,Philadelphia,14,13,0,2,0,11,1,110.78
2023-07-23,Philadelphia,15,17,1,2,0,14,1,151.16
2023-07-23,Philadelphia,16,14,0,1,0,13,0,0.0
2023-07-23,Philadelphia,17,29,4,4,1,18,1,106.38
2023-07-23,Philadelphia,18,28,5,1,0,22,0,0.0
2023-07-23,Philadelphia,19,47,13,7,3,24,2,251.4
2023-07-23,Philadelphia,20,69,25,12,3,25,2,268.07
2023-07-23,Philadelphia,21,51,16,6,2,25,0,0.0
2023-07-23,Philadelphia,22,34,8,4,0,22,0,0.0
2023-07-23,Philadelphia,23,20,3,0,0,17,0,0.0
2023-07-23,Phoenix,0,10,1,0,0,9,0,0.0
2023-07-23,Phoenix,1,10,1,0,0,9,0,0.0
2023-07-23,Phoenix,2,11,1,0,0,10,0,0.0
2023-07-23,Phoenix,3,7,0,0,0,7,0,0.0
2023-07-23,Phoenix,4,5,0,0,0,5,0,0.0
2023-07-23,Phoenix,5,19,3,1,0,15,1,120.5
2023-07-23,Phoenix,6,6,0,0,0,6,0,0.0
2023-07-23,Phoenix,7,9,1,0,0,8,0,0.0
2023-07-23,Phoenix,8,23,4,2,0,17,0,0.0
2023-07-23,Phoenix,9,17,0,1,0,16,0,0.0
2023-07-23,Phoenix,10,27,3,5,0,19,1,129.06
2023-07-23,Phoenix,11,13,0,0,0,13,0,0.0
2023-07-23,Phoenix,12,13,1,1,0,11,0,0.0
2023-07-23,Phoenix,13,12,1,2,0,9,0,0.0
2023-07-23,Phoenix,14,12,0,2,0,10,0,0.0
2023-07-23,Phoenix,15,17,1,2,0,14,1,97.53
2023-07-23,Phoenix,16,18,1,2,0,13,2,317.78
2023-07-23,Phoenix,17,18,0,2,0,15,1,145.16
2023-07-23,Phoenix,18,18,2,0,0,16,0,0.0
2023-07-23,Phoenix,19,32,8,4,2,18,0,0.0
2023-07-23,Phoenix,20,46,13,7,2,22,1,113.42
2023-07-23,Phoenix,21,39,11,4,1,21,2,226.76999999999998
2023-07-23,Phoenix,22,23,4,1,0,18,0,0.0
2023-07-23,Phoenix,23,13,1,0,0,12,0,0.0
2023-07-24,Atlanta,0,14,0,0,0,14,0,0.0
2023-07-24,Atlanta,1,8,0,0,0,8,0,0.0
2023-07-24,Atlanta,2,13,1,0,0,12,1,140.26
2023-07-24,Atlanta,3,11,0,0,0,11,0,0.0
2023-07-24,Atlanta,4,8,1,0,0,7,0,0.0
2023-07-24,Atlanta,5,14,1,0,0,13,0,0.0
2023-07-24,Atlanta,6,15,1,1,0,13,0,0.0
2023-07-24,Atlanta,7,16,2,0,0,14,1,165.61
2023-07-24,Atlanta,8,26,5,3,0,18,1,139.81
2023-07-24,Atlanta,9,31,4,6,1,20,0,0.0
2023-07-24,Atlanta,10,29,2,7,2,18,0,0.0
2023-07-24,Atlanta,11,24,1,3,0,20,2,200.92000000000002
2023-07-24,Atlanta,12,24,1,5,0,18,2,294.57000000000005
2023-07-24,Atlanta,13,23,2,2,0,18,0,0.0
2023-07-24,Atlanta,14,21,1,3,1,16,1,174.15
2023-07-24,Atlanta,15,10,0,0,0,10,1,170.78
2023-07-24,Atlanta,16,17,1,1,0,15,0,0.0
2023-07-24,Atlanta,17,22,2,4,2,14,0,0.0
2023-07-24,Atlanta,18,24,5,3,0,16,0,0.0
2023-07-24,Atlanta,19,33,6,3,1,23,2,286.02
2023-07-24,Atlanta,20,72,27,12,4,23,1,148.7
2023-07-24,Atlanta,21,54,16,11,3,23,1,171.56
2023-07-24,Atlanta,22,25,4,3,0,18,0,0.0
2023-07-24,Atlanta,23,9,0,0,0,9,0,0.0
2023-07-24,Chicago,0,18,3,3,0,12,1,136.58
2023-07-24,Chicago,1,17,2,1,0,14,0,0.0
2023-07-24,Chicago,2,19,2,1,0,16,0,0.0
2023-07-24,Chicago,3,7,0,0,0,7,0,0.0
2023-07-24,Chicago,4,19,4,0,0,15,0,0.0
2023-07-24,Chicago,5,20,2,1,0,17,0,0.0
2023-07-24,Chicago,6,21,2,1,0,18,0,0.0
2023-07-24,Chicago,7,22,3,1,0,18,2,237.18
2023-07-24,Chicago,8,43,11,6,3,23,2,253.07999999999998
2023-07-24,Chicago,9,52,10,12,6,24,2,351.88
2023-07-24,Chicago,10,53,10,13,4,26,1,96.48
2023-07-24,Chicago,11,53,8,13,6,25,3,479.93
2023-07-24,Chicago,12,30,5,7,1,17,1,125.63
2023-07-24,Chicago,13,26,2,3,2,19,0,0.0
2023-07-24,Chicago,14,24,3,4,0,17,0,0.0
2023-07-24,Chicago,15,15,0,2,0,13,1,123.72
2023-07-24,Chicago,16,17,1,1,0,15,1,153.33
2023-07-24,Chicago,17,41,9,8,2,20,1,143.87
2023-07-24,Chicago,18,47,14,6,4,23,1,122.76
2023-07-24,Chicago,19,85,28,17,10,30,0,0.0
2023-07-24,Chicago,20,66,22,13,5,26,0,0.0
2023-07-24,Chicago,21,87,32,16,8,31,1,160.78
2023-07-24,Chicago,22,46,12,6,3,25,0,0.0
2023-07-24,Chicago,23,28,6,1,1,20,1,126.69
2023-07-24,Dallas,0,10,0,0,0,10,0,0.0
2023-07-24,Dallas,1,10,0,0,0,10,0,0.0
2023-07-24,Dallas,2,7,0,0,0,7,0,0.0
2023-07-24,Dallas,3,8,0,0,0,8,0,0.0
2023-07-24,Dallas,4,15,1,0,0,14,0,0.0
2023-07-24,Dallas,5,13,1,0,0,12,0,0.0
2023-07-24,Dallas,6,12,2,0,0,10,0,0.0
2023-07-24,Dallas,7,11,1,1,0,9,0,0.0
2023-07-24,Dallas,8,33,7,5,0,21,0,0.0
2023-07-24,Dallas,9,32,2,8,2,20,2,278.88
2023-07-24,Dallas,10,38,4,10,2,22,1,127.35
2023-07-24,Dallas,11,34,6,8,0,20,0,0.0
2023-07-24,Dallas,12,23,3,3,1,16,1,173.62
2023-07-24,Dallas,13,17,0,4,0,13,1,166.11
2023-07-24,Dallas,14,10,0,1,0,9,0,0.0
2023-07-24,Dallas,15,10,0,1,0,9,0,0.0
2023-07-24,Dallas,16,10,0,0,0,10,0,0.0
2023-07-24,Dallas,17,21,3,3,0,13,1,145.23
2023-07-24,Dallas,18,33,7,4,0,22,0,0.0
2023-07-24,Dallas,19,35,9,4,0,22,0,0.0
2023-07-24,Dallas,20,62,21,11,3,25,5,596.4100000000001
2023-07-24,Dallas,21,40,11,5,1,23,0,0.0
2023-07-24,Dallas,22,35,9,4,1,21,1,166.81
2023-07-24,Dallas,23,19,3,1,0,15,1,148.22
2023-07-24,Houston,0,11,0,0,0,11,1,141.49
2023-07-24,Houston,1,13,1,0,0,12,0,0.0
2023-07-24,Houston,2,15,2,2,0,11,0,0.0
2023-07-24,Houston,3,11,2,0,0,9,0,0.0
2023-07-24,Houston,4,6,0,0,0,6,0,0.0
2023-07-24,Houston,5,13,1,0,0,12,1,90.22
2023-07-24,Houston,6,11,1,0,0,10,0,0.0
2023-07-24,Houston,7,21,5,1,0,15,2,283.83000000000004
2023-07-24,Houston,8,33,8,3,1,21,0,0.0
2023-07-24,Houston,9,33,4,6,2,21,1,165.73
2023-07-24,Houston,10,40,7,9,3,21,1,118.51
2023-07-24,Houston,11,33,4,5,1,21,1,104.98
2023-07-24,Houston,12,32,4,5,1,22,0,0.0
2023-07-24,Houston,13,14,1,2,0,11,0,0.0
2023-07-24,Houston,14,11,0,1,0,10,0,0.0
2023-07-24,Houston,15,14,0,1,0,13,0,0.0
2023-07-24,Houston,16,16,0,2,0,14,0,0.0
2023-07-24,Houston,17,17,1,2,0,14,1,176.05
2023-07-24,Houston,18,35,9,2,2,22,1,162.86
2023-07-24,Houston,19,48,16,7,1,24,0,0.0
2023-07-24,Houston,20,54,16,8,4,25,2,233.57
2023-07-24,Houston,21,44,10,6,2,26,1,175.6
2023-07-24,Houston,22,36,10,4,1,21,0,0.0
2023-07-24,Houston,23,26,4,2,0,20,0,0.0
2023-07-24,Los_Angeles,0,24,4,2,0,18,1,150.58
2023-07-24,Los_Angeles,1,23,5,2,0,16,1,169.88
2023-07-24,Los_Angeles,2,35,9,6,1,19,2,221.88
2023-07-24,Los_Angeles,3,31,8,4,0,19,1,130.15
2023-07-24,Los_Angeles,4,24,4,1,0,19,1,101.38
2023-07-24,Los_Angeles,5,30,6,3,1,20,1,93.2
2023-07-24,Los_Angeles,6,41,11,5,2,23,1,142.43
2023-07-24,Los_Angeles,7,48,14,7,2,25,2,207.89999999999998
2023-07-24,Los_Angeles,8,69,22,15,6,26,1,178.83
2023-07-24,Los_Angeles,9,90,22,27,11,30,4,512.6999999999999
2023-07-24,Los_Angeles,10,79,20,20,11,28,1,144.49
2023-07-24,Los_Angeles,11,105,27,30,14,32,3,491.28
2023-07-24,Los_Angeles,12,84,20,24,13,27,1,123.6
2023-07-24,Los_Angeles,13,53,12,12,6,23,4,529.03
2023-07-24,Los_Angeles,14,31,2,7,0,22,1,155.17
2023-07-24,Los_Angeles,15,31,4,7,2,18,0,0.0
2023-07-24,Los_Angeles,16,32,3,7,1,21,4,505.4
2023-07-24,Los_Angeles,17,62,14,15,5,26,3,439.71000000000004
2023-07-24,Los_Angeles,18,71,25,14,6,26,3,387.78999999999996
2023-07-24,Los_Angeles,19,127,46,26,15,40,5,673.5899999999999
2023-07-24,Los_Angeles,20,185,74,39,22,43,7,1033.41
2023-07-24,Los_Angeles,21,133,48,29,17,38,3,475.95
2023-07-24,Los_Angeles,22,77,27,14,9,27,2,258.0
2023-07-24,Los_Angeles,23,60,20,10,5,25,1,169.9
2023-07-24,New_York,0,44,13,7,3,21,1,175.7
2023-07-24,New_York,1,42,11,5,2,24,1,142.35
2023-07-24,New_York,2,35,10,4,1,20,2,339.66
2023-07-24,New_York,3,28,5,3,0,20,0,0.0
2023-07-24,New_York,4,41,10,6,1,24,0,0.0
2023-07-24,New_York,5,27,5,0,0,22,1,134.08
2023-07-24,New_York,6,52,17,8,3,24,2,266.21
2023-07-24,New_York,7,61,21,10,4,26,2,288.04999999999995
2023-07-24,New_York,8,96,34,19,11,32,3,284.1
2023-07-24,New_York,9,112,27,35,18,32,3,420.36
2023-07-24,New_York,10,124,32,38,19,35,6,782.6700000000001
2023-07-24,New_York,11,120,29,37,19,35,4,506.55999999999995
2023-07-24,New_York,12,82,20,23,12,27,1,172.73
2023-07-24,New_York,13,68,15,18,9,26,0,0.0
2023-07-24,New_York,14,42,6,9,4,23,0,0.0
2023-07-24,New_York,15,39,6,9,4,20,3,341.73
2023-07-24,New_York,16,54,10,13,5,26,0,0.0
2023-07-24,New_York,17,67,15,18,8,26,1,167.77
2023-07-24,New_York,18,113,41,24,14,34,2,224.66
2023-07-24,New_York,19,143,53,31,18,41,4,466.03999999999996
2023-07-24,New_York,20,207,82,47,27,48,4,656.48
2023-07-24,New_York,21,156,57,34,22,42,4,454.07
2023-07-24,New_York,22,103,37,22,12,32,0,0.0
2023-07-24,New_York,23,65,22,11,7,25,1,131.2
2023-07-24,Philadelphia,0,15,1,0,0,14,1,173.44
2023-07-24,Philadelphia,1,8,0,0,0,8,0,0.0
2023-07-24,Philadelphia,2,14,1,0,0,13,0,0.0
2023-07-24,Philadelphia,3,5,0,0,0,5,0,0.0
2023-07-24,Philadelphia,4,20,3,0,0,17,0,0.0
2023-07-24,Philadelphia,5,13,1,0,0,12,2,263.7
2023-07-24,Philadelphia,6,15,2,1,0,12,0,0.0
2023-07-24,Philadelphia,7,28,6,2,0,20,1,150.63
2023-07-24,Philadelphia,8,33,9,5,0,19,0,0.0
2023-07-24,Philadelphia,9,37,5,8,2,22,2,305.17
2023-07-24,Philadelphia,10,50,9,12,6,23,0,0.0
2023-07-24,Philadelphia,11,49,7,14,4,24,3,440.78
2023-07-24,Philadelphia,12,39,5,8,4,22,0,0.0
2023-07-24,Philadelphia,13,23,1,4,0,18,0,0.0
2023-07-24,Philadelphia,14,21,1,4,0,16,1,124.32
2023-07-24,Philadelphia,15,13,0,1,0,12,1,102.1
2023-07-24,Philadelphia,16,19,1,2,1,15,0,0.0
2023-07-24,Philadelphia,17,32,4,6,1,19,0,0.0
2023-07-24,Philadelphia,18,41,14,6,0,21,2,227.44
2023-07-24,Philadelphia,19,69,21,12,7,29,1,143.38
2023-07-24,Philadelphia,20,73,26,12,5,28,1,92.41
2023-07-24,Philadelphia,21,60,21,10,3,26,2,285.83
2023-07-24,Philadelphia,22,40,12,6,0,22,0,0.0
2023-07-24,Philadelphia,23,24,6,3,0,15,1,100.11
2023-07-24,Phoenix,0,16,1,0,0,15,0,0.0
2023-07-24,Phoenix,1,11,1,0,0,10,0,0.0
2023-07-24,Phoenix,2,11,2,0,0,9,0,0.0
2023-07-24,Phoenix,3,14,2,0,0,12,1,144.81
2023-07-24,Phoenix,4,7,0,0,0,7,0,0.0
2023-07-24,Phoenix,5,9,0,0,0,9,0,0.0
2023-07-24,Phoenix,6,8,0,0,0,8,0,0.0
2023-07-24,Phoenix,7,10,0,0,0,10,1,151.37
2023-07-24,Phoenix,8,19,3,0,0,16,0,0.0
2023-07-24,Phoenix,9,25,3,4,2,16,0,0.0
2023-07-24,Phoenix,10,30,3,6,2,19,1,145.55
2023-07-24,Phoenix,11,28,4,7,0,17,2,194.61
2023-07-24,Phoenix,12,25,2,3,1,19,1,94.37
2023-07-24,Phoenix,13,27,3,6,1,17,0,0.0
2023-07-24,Phoenix,14,9,0,0,0,9,0,0.0
2023-07-24,Phoenix,15,14,1,2,0,11,0,0.0
2023-07-24,Phoenix,16,15,1,3,0,11,0,0.0
2023-07-24,Phoenix,17,23,1,2,0,18,0,0.0
2023-07-24,Phoenix,18,22,4,3,0,15,0,0.0
2023-07-24,Phoenix,19,41,12,8,0,21,1,151.32
2023-07-24,Phoenix,20,49,14,7,3,23,0,0.0
2023-07-24,Phoenix,21,40,11,5,2,22,0,0.0
2023-07-24,Phoenix,22,26,4,2,0,20,0,0.0
2023-07-24,Phoenix,23,17,1,1,0,15,0,0.0
2023-07-25,Atlanta,0,12,0,0,0,12,0,0.0
2023-07-25,Atlanta,1,13,1,0,0,12,0,0.0
2023-07-25,Atlanta,2,14,2,0,0,12,1,134.94
2023-07-25,Atlanta,3,11,1,0,0,10,0,0.0
2023-07-25,Atlanta,4,18,4,0,0,14,0,0.0
2023-07-25,Atlanta,5,9,1,0,0,8,0,0.0
2023-07-25,Atlanta,6,16,1,0,0,15,0,0.0
2023-07-25,Atlanta,7,6,0,0,0,6,0,0.0
2023-07-25,Atlanta,8,19,3,1,0,15,1,155.58
2023-07-25,Atlanta,9,34,4,7,2,21,1,113.48
2023-07-25,Atlanta,10,43,7,9,6,21,2,343.42
2023-07-25,Atlanta,11,34,3,7,2,22,1,95.23
2023-07-25,Atlanta,12,28,4,4,0,17,2,318.56
2023-07-25,Atlanta,13,16,0,2,0,14,0,0.0
2023-07-25,Atlanta,14,22,5,2,0,13,1,175.13
2023-07-25,Atlanta,15,21,1,3,0,17,0,0.0
2023-07-25,Atlanta,16,10,0,0,0,10,1,103.0
2023-07-25,Atlanta,17,14,0,1,0,13,1,153.1
2023-07-25,Atlanta,18,32,7,2,1,22,0,0.0
2023-07-25,Atlanta,19,68,25,13,2,24,0,0.0
2023-07-25,Atlanta,20,57,16,9,5,27,2,337.77
2023-07-25,Atlanta,21,46,15,6,1,21,1,152.09
2023-07-25,Atlanta,22,139,83,33,0,15,7,990.62
2023-07-25,Atlanta,23,24,9,4,0,11,2,327.64
2023-07-25,Chicago,0,13,2,1,0,10,1,136.36
2023-07-25,Chicago,1,21,3,1,0,17,0,0.0
2023-07-25,Chicago,2,13,0,0,0,13,0,0.0
2023-07-25,Chicago,3,11,1,1,0,9,0,0.0
2023-07-25,Chicago,4,12,1,0,0,11,0,0.0
2023-07-25,Chicago,5,13,1,0,0,12,0,0.0
2023-07-25,Chicago,6,24,3,1,0,20,1,150.57
2023-07-25,Chicago,7,27,4,2,1,20,0,0.0
2023-07-25,Chicago,8,44,14,6,2,22,0,0.0
2023-07-25,Chicago,9,51,10,12,6,23,2,344.92
2023-07-25,Chicago,10,46,9,11,4,22,0,0.0
2023-07-25,Chicago,11,53,9,15,5,24,3,438.46000000000004
2023-07-25,Chicago,12,49,10,11,3,22,1,112.79
2023-07-25,Chicago,13,36,3,7,2,24,0,0.0
2023-07-25,Chicago,14,25,3,2,0,18,2,230.64999999999998
2023-07-25,Chicago,15,15,1,3,0,11,0,0.0
2023-07-25,Chicago,16,15,0,2,0,13,1,138.99
2023-07-25,Chicago,17,23,1,3,0,19,0,0.0
2023-07-25,Chicago,18,47,15,6,2,24,0,0.0
2023-07-25,Chicago,19,86,30,16,8,29,1,92.2
2023-07-25,Chicago,20,70,24,12,7,27,1,135.94
2023-07-25,Chicago,21,71,25,13,4,26,1,166.47
2023-07-25,Chicago,22,59,20,8,5,22,3,349.45000000000005
2023-07-25,Chicago,23,26,4,2,0,20,1,137.5
2023-07-25,Dallas,0,6,0,0,0,6,0,0.0
2023-07-25,Dallas,1,22,3,1,0,16,1,169.7
2023-07-25,Dallas,2,10,0,0,0,10,0,0.0
2023-07-25,Dallas,3,16,2,0,0,14,0,0.0
2023-07-25,Dallas,4,11,0,0,0,11,1,155.92
2023-07-25,Dallas,5,13,1,0,0,12,0,0.0
2023-07-25,Dallas,6,15,1,1,0,13,0,0.0
2023-07-25,Dallas,7,28,5,2,1,20,0,0.0
2023-07-25,Dallas,8,23,4,1,0,18,0,0.0
2023-07-25,Dallas,9,33,4,6,2,21,1,105.59
2023-07-25,Dallas,10,35,5,8,2,20,1,90.57
2023-07-25,Dallas,11,34,5,5,3,21,1,143.75
2023-07-25,Dallas,12,21,1,2,0,18,0,0.0
2023-07-25,Dallas,13,28,3,3,2,20,0,0.0
2023-07-25,Dallas,14,13,2,0,0,9,0,0.0
2023-07-25,Dallas,15,8,0,1,0,7,0,0.0
2023-07-25,Dallas,16,11,0,1,0,10,0,0.0
2023-07-25,Dallas,17,18,1,2,1,14,0,0.0
2023-07-25,Dallas,18,29,7,3,0,19,1,127.95
2023-07-25,Dallas,19,56,19,6,2,26,3,531.54
2023-07-25,Dallas,20,60,18,9,6,27,0,0.0
2023-07-25,Dallas,21,54,17,7,5,25,0,0.0
2023-07-25,Dallas,22,42,12,6,1,21,1,98.99
2023-07-25,Dallas,23,21,2,1,0,18,0,0.0
2023-07-25,Houston,0,13,1,0,0,12,0,0.0
2023-07-25,Houston,1,16,2,1,0,12,0,0.0
2023-07-25,Houston,2,14,1,0,0,13,0,0.0
2023-07-25,Houston,3,11,0,0,0,11,0,0.0
2023-07-25,Houston,4,12,1,0,0,11,1,177.43
2023-07-25,Houston,5,6,0,0,0,6,0,0.0
2023-07-25,Houston,6,13,1,1,0,11,0,0.0
2023-07-25,Houston,7,11,1,1,0,9,0,0.0
2023-07-25,Houston,8,19,3,1,0,15,2,250.22
2023-07-25,Houston,9,38,6,10,1,21,3,445.03
2023-07-25,Houston,10,28,3,6,1,18,2,282.58
2023-07-25,Houston,11,27,3,4,1,19,1,165.49
2023-07-25,Houston,12,37,7,9,3,16,2,226.28000000000003
2023-07-25,Houston,13,19,0,2,0,17,0,0.0
2023-07-25,Houston,14,22,6,2,0,11,0,0.0
2023-07-25,Houston,15,13,0,0,0,13,0,0.0
2023-07-25,Houston,16,22,2,4,0,16,1,128.37
2023-07-25,Houston,17,20,1,3,1,15,1,95.41
2023-07-25,Houston,18,34,9,4,1,20,0,0.0
2023-07-25,Houston,19,61,21,10,2,24,0,0.0
2023-07-25,Houston,20,58,18,10,4,26,2,241.92
2023-07-25,Houston,21,59,18,10,4,27,1,164.45
2023-07-25,Houston,22,34,11,4,1,16,0,0.0
2023-07-25,Houston,23,19,4,2,0,13,2,226.31
2023-07-25,Los_Angeles,0,26,5,2,0,19,2,238.28
2023-07-25,Los_Angeles,1,36,12,6,0,18,0,0.0
2023-07-25,Los_Angeles,2,29,7,4,0,18,1,170.34
2023-07-25,Los_Angeles,3,24,4,1,0,19,0,0.0
2023-07-25,Los_Angeles,4,23,4,2,0,17,1,165.72
2023-07-25,Los_Angeles,5,31,6,4,0,21,0,0.0
2023-07-25,Los_Angeles,6,30,8,3,2,17,2,257.31
2023-07-25,Los_Angeles,7,49,15,6,3,25,0,0.0
2023-07-25,Los_Angeles,8,75,25,13,8,29,2,241.76
2023-07-25,Los_Angeles,9,82,19,23,11,29,3,436.8
2023-07-25,Los_Angeles,10,86,22,25,12,27,6,779.01
2023-07-25,Los_Angeles,11,80,19,22,11,28,3,395.78
2023-07-25,Los_Angeles,12,102,35,26,9,28,2,232.01
2023-07-25,Los_Angeles,13,48,7,12,5,24,1,152.78
2023-07-25,Los_Angeles,14,52,16,11,4,17,3,479.74
2023-07-25,Los_Angeles,15,25,3,5,1,16,0,0.0
2023-07-25,Los_Angeles,16,29,2,7,1,19,0,0.0
2023-07-25,Los_Angeles,17,47,7,13,4,23,1,114.04
2023-07-25,Los_Angeles,18,96,33,19,12,32,2,294.82
2023-07-25,Los_Angeles,19,119,43,27,15,34,5,596.1800000000001
2023-07-25,Los_Angeles,20,131,49,28,16,38,2,289.72
2023-07-25,Los_Angeles,21,124,44,28,17,35,2,287.59000000000003
2023-07-25,Los_Angeles,22,89,31,17,9,32,1,93.76
2023-07-25,Los_Angeles,23,45,13,6,2,24,0,0.0
2023-07-25,New_York,0,34,9,4,1,20,0,0.0
2023-07-25,New_York,1,39,11,5,1,22,1,150.79
2023-07-25,New_York,2,27,5,2,1,19,0,0.0
2023-07-25,New_York,3,40,10,4,2,24,0,0.0
2023-07-25,New_York,4,32,8,2,1,21,1,125.27
2023-07-25,New_York,5,45,13,6,3,23,1,166.79
2023-07-25,New_York,6,53,17,8,4,24,0,0.0
2023-07-25,New_York,7,67,21,11,7,28,3,450.87
2023-07-25,New_York,8,95,34,19,11,31,2,248.24
2023-07-25,New_York,9,116,28,35,19,34,4,567.5500000000001
2023-07-25,New_York,10,123,30,36,20,37,0,0.0
2023-07-25,New_York,11,111,28,32,17,34,4,538.46
2023-07-25,New_York,12,99,25,31,16,27,2,216.03
2023-07-25,New_York,13,67,16,18,10,23,1,139.78
2023-07-25,New_York,14,55,11,14,6,24,2,213.37
