date,dma,sessions,direct_sessions,organic_sessions,paid_sessions,social_sessions,conversions,revenue
2023-04-26,Houston,609,111,82,25,391,21,2806.79
2023-04-26,Los_Angeles,1516,431,309,145,627,43,5642.07
2023-04-26,New_York,2011,617,451,243,696,30,4215.88
2023-04-26,Philadelphia,685,137,105,36,405,12,1617.57
2023-04-26,Phoenix,455,59,42,6,348,9,1270.6100000000001
2023-04-27,Atlanta,589,97,75,22,390,17,2282.75
2023-04-27,Chicago,925,217,152,51,494,21,2951.55
2023-04-27,Dallas,650,130,86,12,411,20,2641.45
2023-04-27,Houston,647,130,84,26,405,13,1794.03
2023-04-27,Los_Angeles,1627,471,344,168,634,44,5797.62
2023-04-27,New_York,2126,659,489,257,707,37,5227.8099999999995
2023-04-27,Philadelphia,913,251,160,45,447,38,5629.05
2023-04-27,Phoenix,494,67,60,10,352,10,1446.29
2023-04-28,Atlanta,614,106,86,17,401,15,1824.5
2023-04-28,Chicago,978,229,176,66,498,26,3559.16
2023-04-28,Dallas,703,136,102,25,432,15,1981.1399999999999
2023-04-28,Houston,642,111,88,23,416,20,2616.58
2023-04-28,Los_Angeles,1700,505,373,171,634,45,5983.01
2023-04-28,New_York,2147,666,492,266,714,56,7880.9400000000005
2023-04-28,Philadelphia,841,190,135,41,468,24,3218.0699999999997
2023-04-28,Phoenix,534,77,62,10,378,11,1612.07
2023-04-29,Atlanta,494,76,51,11,349,20,2532.34
2023-04-29,Chicago,755,154,119,31,441,16,2219.09
2023-04-29,Dallas,523,81,59,13,358,18,2317.25
2023-04-29,Houston,527,85,57,10,363,15,2015.37
2023-04-29,Los_Angeles,1321,362,267,124,555,31,4532.77
2023-04-29,New_York,1775,521,391,181,671,35,4646.32
2023-04-29,Philadelphia,640,119,87,20,407,15,1832.86
2023-04-29,Phoenix,437,61,40,2,327,10,1386.01
2023-04-30,Atlanta,394,46,35,4,309,10,1267.03
2023-04-30,Chicago,700,140,105,31,423,17,2196.09
2023-04-30,Dallas,472,69,46,13,342,8,1042.53
2023-04-30,Houston,474,74,53,8,336,7,849.83
2023-04-30,Los_Angeles,1234,322,235,114,561,26,3646.89
2023-04-30,New_York,1572,434,347,175,614,30,4154.66
2023-04-30,Philadelphia,546,98,73,15,358,16,2120.01
2023-04-30,Phoenix,444,49,46,4,343,14,1972.12
2023-05-01,Atlanta,566,92,70,10,394,14,1978.57
2023-05-01,Chicago,878,204,152,54,468,26,3332.35
2023-05-01,Dallas,567,94,74,16,383,12,1596.8
2023-05-01,Houston,656,144,90,24,394,14,1925.86
2023-05-01,Los_Angeles,1491,410,326,154,601,51,6815.94
2023-05-01,New_York,1942,577,440,232,693,49,6949.28
2023-05-01,Philadelphia,712,142,110,31,429,18,2584.62
2023-05-01,Phoenix,439,58,36,4,341,10,1413.22
2023-05-02,Atlanta,531,82,62,15,370,17,2255.14
2023-05-02,Chicago,1032,308,191,48,475,28,3636.03
2023-05-02,Dallas,557,93,69,18,375,10,1358.26
2023-05-02,Houston,612,114,85,25,385,14,1708.65
2023-05-02,Los_Angeles,1532,438,324,152,609,40,5009.63
2023-05-02,New_York,2080,664,474,239,694,55,7758.49
2023-05-02,Philadelphia,757,173,118,34,424,22,3128.61
2023-05-02,Phoenix,454,53,44,8,348,12,1523.46
2023-05-03,Atlanta,520,91,63,12,346,9,1096.96
2023-05-03,Chicago,896,211,163,52,462,28,3940.71
2023-05-03,Dallas,581,102,75,15,383,11,1498.25
2023-05-03,Houston,589,98,66,19,405,18,2498.63
2023-05-03,Los_Angeles,1478,411,306,142,608,32,4453.35
2023-05-03,New_York,2038,626,458,236,702,48,6532.6
2023-05-03,Philadelphia,676,129,96,28,417,11,1483.88
2023-05-03,Phoenix,510,77,58,13,358,12,1580.63
2023-05-04,Atlanta,567,93,68,18,386,10,1331.67
2023-05-04,Chicago,951,214,167,71,497,17,2322.95
2023-05-04,Dallas,597,107,81,26,379,14,1806.28
2023-05-04,Houston,650,115,88,32,415,8,1246.36
2023-05-04,Los_Angeles,1687,508,356,174,641,42,5722.74
2023-05-04,New_York,2143,658,499,267,717,42,5431.05
2023-05-04,Philadelphia,789,171,128,39,445,19,2610.4300000000003
2023-05-04,Phoenix,508,70,58,5,372,8,935.26
2023-05-05,Atlanta,598,103,81,19,389,19,2482.41
2023-05-05,Chicago,1087,317,203,70,485,31,4304.36
2023-05-05,Dallas,618,112,75,21,403,12,1544.51
2023-05-05,Houston,695,136,103,24,424,11,1533.03
2023-05-05,Los_Angeles,1732,511,384,190,637,42,6128.29
2023-05-05,New_York,2240,695,520,275,739,58,7429.45
2023-05-05,Philadelphia,826,184,139,46,449,20,2851.68
2023-05-05,Phoenix,545,89,69,14,366,18,2482.18
2023-05-06,Atlanta,475,67,45,16,345,15,2024.65
2023-05-06,Chicago,760,163,123,43,429,22,2923.84
2023-05-06,Dallas,476,64,52,9,349,12,1605.66
2023-05-06,Houston,519,89,58,10,361,8,1146.42
2023-05-06,Los_Angeles,1335,354,266,127,584,23,2953.71
2023-05-06,New_York,1721,497,380,194,647,45,5923.96
2023-05-06,Philadelphia,613,108,75,18,412,10,1342.16
2023-05-06,Phoenix,433,55,42,6,329,8,1161.19
2023-05-07,Atlanta,447,58,36,5,340,7,830.53
2023-05-07,Chicago,742,160,107,29,435,25,3406.46
2023-05-07,Dallas,487,79,49,6,342,11,1408.65
2023-05-07,Houston,467,66,52,8,334,11,1513.88
2023-05-07,Los_Angeles,1249,333,245,105,554,30,4046.91
2023-05-07,New_York,1728,517,380,188,635,40,5162.88
2023-05-07,Philadelphia,735,198,118,16,389,17,2188.27
2023-05-07,Phoenix,418,49,29,5,329,9,1360.76
2023-05-08,Atlanta,546,88,66,9,378,12,1490.2
2023-05-08,Chicago,849,189,133,52,471,17,2250.51
2023-05-08,Dallas,573,102,71,15,379,14,2000.0900000000001
2023-05-08,Houston,648,129,90,20,403,15,2132.67
2023-05-08,Los_Angeles,1533,442,328,146,611,46,5726.42
2023-05-08,New_York,1986,598,460,227,692,37,4715.25
2023-05-08,Philadelphia,705,143,108,36,415,25,3547.47
2023-05-08,Phoenix,496,68,50,9,365,17,2291.35
2023-05-09,Atlanta,557,93,64,18,378,11,1674.96
2023-05-09,Chicago,874,202,139,55,475,25,3464.4300000000003
2023-05-09,Dallas,574,112,75,23,359,15,1944.05
2023-05-09,Houston,773,207,125,28,406,26,3414.2400000000002
2023-05-09,Los_Angeles,1560,442,334,154,619,39,5391.28
2023-05-09,New_York,2067,635,480,256,692,50,6702.1
2023-05-09,Philadelphia,681,144,88,27,419,19,2640.55
2023-05-09,Phoenix,496,84,53,12,346,12,1692.24
2023-05-10,Atlanta,530,82,62,12,359,12,1613.28
2023-05-10,Chicago,887,207,144,58,462,19,2390.07
2023-05-10,Dallas,597,106,72,14,389,13,1934.94
2023-05-10,Houston,628,112,79,24,404,18,2598.58
2023-05-10,Los_Angeles,1504,430,316,153,588,40,5558.09
2023-05-10,New_York,2030,620,453,236,695,62,8286.66
2023-05-10,Philadelphia,786,162,111,39,462,24,3070.68
2023-05-10,Phoenix,528,89,54,14,362,9,1151.6299999999999
2023-05-11,Atlanta,621,115,80,22,392,13,1817.76
2023-05-11,Chicago,949,227,160,66,484,22,2851.61
2023-05-11,Dallas,623,123,80,15,391,17,2404.36
2023-05-11,Houston,659,130,92,25,403,17,2390.12
2023-05-11,Los_Angeles,1638,479,349,161,626,34,4766.6
2023-05-11,New_York,2188,678,508,273,716,55,7334.2
2023-05-11,Philadelphia,807,179,128,35,450,26,3451.8900000000003
2023-05-11,Phoenix,575,97,73,16,380,13,1881.98
2023-05-12,Atlanta,638,159,96,12,361,16,2138.88
2023-05-12,Chicago,994,233,174,70,509,25,3478.94
2023-05-12,Dallas,605,113,91,19,378,9,1089.73
2023-05-12,Houston,644,121,85,21,416,10,1342.53
2023-05-12,Los_Angeles,1664,478,365,166,643,31,4403.32
2023-05-12,New_York,2405,797,562,279,741,55,7651.73
2023-05-12,Philadelphia,816,181,131,43,451,22,2858.46
2023-05-12,Phoenix,532,80,63,13,372,14,1975.54
2023-05-13,Atlanta,495,84,47,9,349,16,2363.04
2023-05-13,Chicago,740,154,114,29,436,14,1989.07
2023-05-13,Dallas,519,98,63,8,340,13,1499.43
2023-05-13,Houston,590,114,77,16,371,18,2365.9
2023-05-13,Los_Angeles,1352,375,268,117,579,46,6352.45
2023-05-13,New_York,1750,516,388,188,648,46,6214.27
2023-05-13,Philadelphia,703,141,103,32,420,23,3143.3
2023-05-13,Phoenix,472,70,39,9,346,14,2020.93
2023-05-14,Atlanta,478,85,41,4,339,6,828.35
2023-05-14,Chicago,688,138,103,30,408,20,2772.56
2023-05-14,Dallas,492,86,50,9,337,12,1516.21
2023-05-14,Houston,530,86,58,9,370,10,1469.12
2023-05-14,Los_Angeles,1196,310,228,96,554,27,3697.05
2023-05-14,New_York,1652,488,355,173,628,38,5272.91
2023-05-14,Philadelphia,620,107,81,17,410,17,2193.13
2023-05-14,Phoenix,491,92,52,6,327,18,2315.51
2023-05-15,Atlanta,532,80,62,14,376,15,2031.26
2023-05-15,Chicago,896,197,159,61,479,18,2457.18
2023-05-15,Dallas,555,92,70,20,373,13,1813.8700000000001
2023-05-15,Houston,638,121,84,27,406,16,1972.19
2023-05-15,Los_Angeles,1548,439,326,167,616,34,4387.26
2023-05-15,New_York,2063,620,475,252,716,60,7544.900000000001
2023-05-15,Philadelphia,778,184,129,28,433,14,1906.78
2023-05-15,Phoenix,514,80,54,15,365,14,2122.19
2023-05-16,Atlanta,632,134,83,14,396,29,3895.76
2023-05-16,Chicago,906,196,151,61,496,19,2659.5299999999997
2023-05-16,Dallas,586,104,71,22,387,17,2356.32
2023-05-16,Houston,596,101,72,26,395,13,1833.01
2023-05-16,Los_Angeles,1651,538,356,141,606,38,5552.64
2023-05-16,New_York,2017,616,458,242,695,55,7271.68
2023-05-16,Philadelphia,802,197,133,33,433,19,2512.17
2023-05-16,Phoenix,508,81,63,16,348,7,1003.46
2023-05-17,Atlanta,505,73,61,10,360,21,2919.34
2023-05-17,Chicago,970,254,170,52,488,30,3833.23
2023-05-17,Dallas,616,115,78,15,400,13,1733.21
2023-05-17,Houston,630,116,89,21,402,13,1704.92
2023-05-17,Los_Angeles,1522,433,315,158,612,37,5108.38
2023-05-17,New_York,2047,618,464,251,707,54,7133.55
2023-05-17,Philadelphia,867,248,153,35,427,22,2693.53
2023-05-17,Phoenix,539,83,64,19,370,19,2716.2200000000003
2023-05-18,Atlanta,610,111,84,21,386,18,2348.7
2023-05-18,Chicago,1078,302,204,71,487,25,3452.4500000000003
2023-05-18,Dallas,594,109,79,22,376,7,1046.93
2023-05-18,Houston,712,147,102,28,424,15,2096.73
2023-05-18,Los_Angeles,1601,463,341,161,626,29,3820.89
2023-05-18,New_York,2183,680,513,266,714,51,6823.37
2023-05-18,Philadelphia,761,164,122,32,436,22,2991.96
2023-05-18,Phoenix,526,83,51,13,367,19,2678.88
2023-05-19,Atlanta,589,98,73,17,398,21,2735.23
2023-05-19,Chicago,1001,232,182,71,508,23,2977.76
2023-05-19,Dallas,633,115,91,30,391,13,1852.4399999999998
2023-05-19,Houston,673,127,97,26,416,20,2660.94
2023-05-19,Los_Angeles,1679,491,358,177,643,39,5065.4
2023-05-19,New_York,2212,676,512,282,733,59,7785.2
2023-05-19,Philadelphia,819,174,130,43,463,23,3138.5099999999998
2023-05-19,Phoenix,528,86,58,17,360,16,2130.7
2023-05-20,Atlanta,503,68,52,15,368,17,2139.9300000000003
2023-05-20,Chicago,737,151,114,34,438,22,2902.08
2023-05-20,Dallas,474,72,60,7,334,15,1935.6000000000001
2023-05-20,Houston,495,72,54,10,359,10,1356.25
2023-05-20,Los_Angeles,1397,419,294,122,557,36,4858.67
2023-05-20,New_York,1705,499,378,190,634,39,5420.6900000000005
2023-05-20,Philadelphia,579,101,74,14,390,16,2135.93
2023-05-20,Phoenix,444,56,43,9,336,11,1482.32
2023-05-21,Atlanta,459,70,40,4,335,14,1743.56
2023-05-21,Chicago,868,231,153,37,432,22,2891.06
2023-05-21,Dallas,471,76,49,9,327,10,1333.64
2023-05-21,Houston,512,80,70,10,344,10,1408.75
2023-05-21,Los_Angeles,1265,323,249,111,570,31,4414.61
2023-05-21,New_York,1868,635,412,169,623,52,7119.1
2023-05-21,Philadelphia,626,117,81,28,392,14,1904.88
2023-05-21,Phoenix,556,159,76,3,306,11,1495.14
2023-05-22,Atlanta,545,89,67,16,367,10,1301.72
2023-05-22,Chicago,1034,296,190,64,470,27,3736.12
2023-05-22,Dallas,671,158,100,20,386,18,2523.59
2023-05-22,Houston,590,110,71,23,381,19,2712.4500000000003
2023-05-22,Los_Angeles,1562,444,333,164,618,33,4288.06
2023-05-22,New_York,2045,629,470,245,690,55,7496.49
2023-05-22,Philadelphia,809,215,133,31,424,28,3756.69
2023-05-22,Phoenix,500,73,55,13,357,12,1648.44
2023-05-23,Atlanta,533,86,62,9,371,16,2201.0
2023-05-23,Chicago,922,213,154,62,479,20,2808.56
2023-05-23,Dallas,598,101,69,17,404,14,1868.68
2023-05-23,Houston,709,164,105,19,404,19,2442.26
2023-05-23,Los_Angeles,1583,467,332,149,613,39,5124.7
2023-05-23,New_York,2131,683,484,258,685,61,8566.4
2023-05-23,Philadelphia,696,144,99,23,425,14,1805.15
2023-05-23,Phoenix,558,96,60,11,378,16,2132.16
2023-05-24,Atlanta,526,91,62,11,357,4,550.2
2023-05-24,Chicago,1002,238,180,71,502,29,4188.25
2023-05-24,Dallas,630,127,84,20,386,16,2066.87
2023-05-24,Houston,687,142,102,31,403,16,2192.71
2023-05-24,Los_Angeles,1614,477,351,154,609,34,4521.07
2023-05-24,New_York,2112,663,480,247,708,56,7826.27
2023-05-24,Philadelphia,767,172,122,36,428,20,2732.2400000000002
2023-05-24,Phoenix,519,83,51,17,364,8,1107.7
2023-05-25,Atlanta,540,85,61,19,372,13,1793.29
2023-05-25,Chicago,955,228,176,68,475,27,3668.92
2023-05-25,Dallas,615,119,74,17,399,17,2343.35
2023-05-25,Houston,665,134,96,22,405,23,3177.81
2023-05-25,Los_Angeles,1683,509,370,161,631,51,7077.650000000001
2023-05-25,New_York,2196,690,521,264,709,56,7871.84
2023-05-25,Philadelphia,814,182,133,46,446,15,1955.37
2023-05-25,Phoenix,517,91,54,12,355,9,1294.8899999999999
2023-05-26,Atlanta,619,110,80,19,404,12,1622.74
2023-05-26,Chicago,966,221,167,65,506,18,2450.87
2023-05-26,Dallas,640,119,91,29,400,15,2153.58
2023-05-26,Houston,641,131,89,24,393,13,1588.04
2023-05-26,Los_Angeles,1731,505,382,197,640,45,6079.94
2023-05-26,New_York,2140,660,493,275,707,49,6626.25
2023-05-26,Philadelphia,761,162,120,41,435,21,2964.31
2023-05-26,Phoenix,537,81,61,11,384,17,2377.95
2023-05-27,Atlanta,487,78,49,7,344,10,1270.81
2023-05-27,Chicago,821,183,132,37,458,20,2897.44
2023-05-27,Dallas,530,87,57,10,370,6,901.33
2023-05-27,Houston,565,98,61,13,384,10,1276.35
2023-05-27,Los_Angeles,1312,349,267,122,569,20,2762.95
2023-05-27,New_York,1844,567,409,202,660,45,6167.42
2023-05-27,Philadelphia,575,98,76,20,376,13,1773.3
2023-05-27,Phoenix,467,63,38,7,351,12,1510.39
2023-05-28,Atlanta,429,55,37,6,327,7,952.6
2023-05-28,Chicago,708,146,105,26,425,22,3161.06
2023-05-28,Dallas,722,237,117,7,352,17,2508.08
2023-05-28,Houston,533,84,56,16,372,14,2025.2
2023-05-28,Los_Angeles,1248,338,247,100,559,27,3861.9
2023-05-28,New_York,1657,481,365,176,630,37,4741.04
2023-05-28,Philadelphia,567,84,72,14,393,11,1605.61
2023-05-28,Phoenix,405,52,27,4,320,12,1606.18
2023-05-29,Atlanta,464,53,44,6,357,21,2976.45
2023-05-29,Chicago,657,128,94,27,398,11,1492.83
2023-05-29,Dallas,473,56,52,4,354,10,1358.32
2023-05-29,Houston,507,80,57,13,350,11,1433.1100000000001
2023-05-29,Los_Angeles,1156,289,220,87,550,31,4295.71
2023-05-29,New_York,1517,426,324,158,607,41,5521.22
2023-05-29,Philadelphia,586,100,65,17,398,14,1962.03
2023-05-29,Phoenix,436,64,47,6,313,9,1228.1399999999999
2023-05-30,Atlanta,516,82,64,14,354,6,794.55
2023-05-30,Chicago,902,211,155,61,472,25,3334.31
2023-05-30,Dallas,569,100,75,13,379,15,1953.8600000000001
2023-05-30,Houston,610,123,84,25,375,18,2255.69
2023-05-30,Los_Angeles,1552,430,329,160,629,35,4729.71
2023-05-30,New_York,2011,611,461,236,697,39,5372.01
2023-05-30,Philadelphia,771,165,120,39,443,19,2452.3
2023-05-30,Phoenix,490,82,47,12,347,14,1912.8700000000001
2023-05-31,Atlanta,564,107,66,19,367,20,2973.92
2023-05-31,Chicago,927,217,165,64,479,23,2914.98
2023-05-31,Dallas,546,85,67,9,381,12,1405.6100000000001
2023-05-31,Houston,608,107,75,19,405,8,1204.65
2023-05-31,Los_Angeles,1734,573,382,151,621,37,4762.01
2023-05-31,New_York,1994,608,463,240,683,45,6096.25
2023-05-31,Philadelphia,825,222,141,27,429,27,3594.27
2023-05-31,Phoenix,481,69,51,11,349,12,1579.69
2023-06-01,Atlanta,555,91,74,12,369,12,1573.24
2023-06-01,Chicago,941,240,162,57,471,23,2794.71
2023-06-01,Dallas,559,97,73,16,370,17,2422.61
2023-06-01,Houston,645,129,83,18,408,11,1614.51
2023-06-01,Los_Angeles,1553,440,322,153,627,31,4405.41
2023-06-01,New_York,2025,619,455,236,699,40,5515.05
2023-06-01,Philadelphia,681,135,91,24,425,19,2538.28
2023-06-01,Phoenix,572,113,74,11,366,13,1700.88
2023-06-02,Atlanta,528,91,62,15,357,12,1574.94
2023-06-02,Chicago,900,197,154,57,492,21,3021.94
2023-06-02,Dallas,571,92,65,17,396,18,2413.32
2023-06-02,Houston,634,114,85,22,411,15,2081.77
2023-06-02,Los_Angeles,1572,445,328,164,633,44,5778.78
2023-06-02,New_York,1989,594,454,243,696,42,5302.37
2023-06-02,Philadelphia,720,141,100,33,441,18,2605.0299999999997
2023-06-02,Phoenix,526,82,66,13,363,15,1923.64
2023-06-03,Atlanta,447,58,38,6,341,11,1437.36
2023-06-03,Chicago,704,134,99,27,438,24,3309.76
2023-06-03,Dallas,497,68,47,9,364,14,1924.64
2023-06-03,Houston,570,103,73,12,374,16,2150.4
2023-06-03,Los_Angeles,1298,375,261,103,545,27,3625.7200000000003
2023-06-03,New_York,1626,482,351,163,621,33,4471.69
2023-06-03,Philadelphia,648,130,92,19,395,13,1699.68
2023-06-03,Phoenix,570,130,69,8,351,12,1670.21
2023-06-04,Atlanta,447,57,35,2,344,10,1260.91
2023-06-04,Chicago,696,140,109,28,414,11,1553.6100000000001
2023-06-04,Dallas,645,177,94,5,359,20,2667.21
2023-06-04,Houston,496,71,44,10,365,11,1520.66
2023-06-04,Los_Angeles,1161,302,227,90,531,32,4192.05
2023-06-04,New_York,1623,483,339,168,621,36,4864.23
2023-06-04,Philadelphia,559,99,67,15,370,22,3125.12
2023-06-04,Phoenix,561,150,73,3,325,23,3351.01
2023-06-05,Atlanta,524,73,60,13,373,11,1381.65
2023-06-05,Chicago,863,196,138,49,473,19,2610.41
2023-06-05,Dallas,558,99,68,16,368,8,1019.11
2023-06-05,Houston,593,109,76,19,386,12,1709.17
2023-06-05,Los_Angeles,1469,414,310,136,600,29,3963.94
2023-06-05,New_York,1882,565,412,222,675,42,5254.14
2023-06-05,Philadelphia,754,175,110,32,421,21,2835.48
2023-06-05,Phoenix,492,71,51,9,357,8,1205.11
2023-06-06,Atlanta,510,87,50,12,355,10,1268.73
2023-06-06,Chicago,862,200,142,48,463,15,2128.84
2023-06-06,Dallas,595,106,75,13,388,14,2053.35
2023-06-06,Houston,587,96,68,18,396,13,1709.3899999999999
2023-06-06,Los_Angeles,1564,460,336,150,597,39,5133.01
2023-06-06,New_York,2014,629,463,225,681,57,7643.2
2023-06-06,Philadelphia,730,156,108,27,423,19,2527.77
2023-06-06,Phoenix,580,126,75,8,354,15,2135.67
2023-06-07,Atlanta,556,85,62,17,386,9,1117.58
2023-06-07,Chicago,907,208,162,55,476,20,2556.89
2023-06-07,Dallas,547,87,65,10,377,11,1549.77
2023-06-07,Houston,647,131,86,22,398,17,2255.32
2023-06-07,Los_Angeles,1466,421,296,148,591,30,4072.15
2023-06-07,New_York,1974,608,446,225,686,51,7046.66
2023-06-07,Philadelphia,717,138,107,33,434,24,2941.76
2023-06-07,Phoenix,474,75,49,7,339,8,1112.76
2023-06-08,Atlanta,561,98,68,14,375,13,1775.68
2023-06-08,Chicago,913,201,159,52,487,26,3360.59
2023-06-08,Dallas,574,102,70,18,379,11,1408.99
2023-06-08,Houston,615,109,78,18,406,14,1680.97
2023-06-08,Los_Angeles,1482,418,313,152,590,33,4672.88
2023-06-08,New_York,2092,644,476,258,703,59,8134.34
2023-06-08,Philadelphia,745,149,118,31,439,29,3841.65
2023-06-08,Phoenix,473,73,49,4,341,13,1757.6
2023-06-09,Atlanta,543,83,61,12,385,18,2405.12
2023-06-09,Chicago,935,215,153,64,501,27,3936.72
2023-06-09,Dallas,617,107,89,21,399,15,1978.1
2023-06-09,Houston,609,99,80,20,408,18,2357.75
2023-06-09,Los_Angeles,1655,472,361,173,646,28,3697.22
2023-06-09,New_York,2128,652,494,265,715,47,6231.71
2023-06-09,Philadelphia,760,154,117,36,450,21,2905.93
2023-06-09,Phoenix,659,166,100,19,369,13,1754.4
2023-06-10,Atlanta,456,53,37,5,361,9,1124.88
2023-06-10,Chicago,721,152,110,29,426,21,3053.9
2023-06-10,Dallas,500,71,53,11,362,11,1684.65
2023-06-10,Houston,492,71,60,13,347,11,1551.46
2023-06-10,Los_Angeles,1132,281,208,95,546,28,3804.06
2023-06-10,New_York,1618,464,349,181,621,38,5004.92
2023-06-10,Philadelphia,574,92,74,20,386,16,2060.89
2023-06-10,Phoenix,438,55,38,6,337,13,1818.6100000000001
2023-06-11,Atlanta,432,51,37,5,335,9,1187.81
2023-06-11,Chicago,692,141,109,26,410,24,3272.99
2023-06-11,Dallas,444,69,50,5,313,11,1589.71
2023-06-11,Houston,491,67,49,8,366,9,1117.74
2023-06-11,Los_Angeles,1199,322,227,93,546,27,3692.62
2023-06-11,New_York,1632,489,355,161,614,30,4021.74
2023-06-11,Philadelphia,573,95,69,11,394,12,1680.8600000000001
2023-06-11,Phoenix,395,49,24,4,312,8,1160.95
2023-06-12,Atlanta,540,94,61,12,368,13,1645.31
2023-06-12,Chicago,936,244,156,50,469,27,3739.4
2023-06-12,Dallas,569,107,80,14,355,16,1974.55
2023-06-12,Houston,594,103,74,13,394,17,2057.79
2023-06-12,Los_Angeles,1560,469,331,148,592,43,5869.13
2023-06-12,New_York,1999,614,454,224,694,42,5815.860000000001
2023-06-12,Philadelphia,734,154,115,32,423,15,1887.25
2023-06-12,Phoenix,494,73,57,12,350,12,1807.89
2023-06-13,Atlanta,547,82,65,17,379,13,1643.21
2023-06-13,Chicago,836,178,139,54,462,23,3123.57
2023-06-13,Dallas,586,101,67,20,394,17,2301.16
2023-06-13,Houston,642,131,91,21,391,18,2369.34
2023-06-13,Los_Angeles,1434,396,296,138,600,35,4962.56
2023-06-13,New_York,1937,573,444,228,690,53,7209.93
2023-06-13,Philadelphia,719,136,108,36,435,22,3020.13
2023-06-13,Phoenix,447,57,40,4,345,6,762.44
2023-06-14,Atlanta,525,76,56,13,378,15,1905.44
2023-06-14,Chicago,893,211,151,45,474,18,2386.48
2023-06-14,Dallas,727,225,112,15,359,16,2270.98
2023-06-14,Houston,568,91,63,15,394,12,1553.53
2023-06-14,Los_Angeles,1535,448,323,143,610,26,3341.03
2023-06-14,New_York,1970,597,441,231,690,51,6769.65
2023-06-14,Philadelphia,741,155,108,30,440,14,1710.69
2023-06-14,Phoenix,434,57,44,6,325,6,873.77
2023-06-15,Atlanta,562,91,73,12,383,16,1982.39
2023-06-15,Chicago,934,223,159,62,482,17,2225.37
2023-06-15,Dallas,737,224,118,12,375,20,3019.79
2023-06-15,Houston,621,107,80,19,413,11,1685.58
2023-06-15,Los_Angeles,1524,431,326,156,609,49,6888.76
2023-06-15,New_York,1992,612,447,233,694,46,6038.06
2023-06-15,Philadelphia,709,145,101,33,423,24,3163.91
2023-06-15,Phoenix,490,79,46,9,351,13,1739.57
2023-06-16,Atlanta,510,75,61,8,363,13,1829.63
2023-06-16,Chicago,936,202,167,68,494,22,3116.19
2023-06-16,Dallas,632,125,79,24,400,15,2161.23
2023-06-16,Houston,608,109,89,23,383,16,2149.61
2023-06-16,Los_Angeles,1580,439,331,167,637,31,4334.9
2023-06-16,New_York,2068,621,486,250,711,49,6614.78
2023-06-16,Philadelphia,863,230,146,42,433,15,1837.11
2023-06-16,Phoenix,545,91,72,11,368,17,2399.67
2023-06-17,Atlanta,576,132,76,6,355,14,1987.31
2023-06-17,Chicago,701,142,109,34,413,19,2703.85
2023-06-17,Dallas,543,86,67,14,373,12,1567.19
2023-06-17,Houston,520,84,56,10,365,15,2090.58
2023-06-17,Los_Angeles,1277,345,252,112,561,33,4500.68
2023-06-17,New_York,1737,527,382,186,634,48,6454.91
2023-06-17,Philadelphia,658,131,86,22,411,16,2114.19
2023-06-17,Phoenix,415,50,35,3,322,13,1634.25
2023-06-18,Atlanta,421,50,36,6,327,16,2135.23
2023-06-18,Chicago,697,129,99,25,442,27,3460.2
2023-06-18,Dallas,446,63,41,5,335,6,802.21
2023-06-18,Houston,437,48,45,11,333,11,1637.28
2023-06-18,Los_Angeles,1140,291,221,90,534,25,3403.66
2023-06-18,New_York,1610,466,355,165,620,46,6134.01
2023-06-18,Philadelphia,555,93,63,18,379,14,1762.83
2023-06-18,Phoenix,410,51,32,5,318,7,874.34
2023-06-19,Atlanta,505,78,60,11,356,11,1447.85
2023-06-19,Chicago,859,183,145,45,483,17,2173.49
2023-06-19,Dallas,574,100,73,23,373,10,1431.15
2023-06-19,Houston,590,100,75,20,392,14,1950.3400000000001
2023-06-19,Los_Angeles,1438,406,296,136,594,41,5408.03
2023-06-19,New_York,1920,569,438,227,684,44,5943.17
2023-06-19,Philadelphia,836,225,140,25,437,23,3236.04
2023-06-19,Phoenix,498,71,61,10,353,10,1319.09
2023-06-20,Atlanta,528,82,57,4,375,7,882.11
2023-06-20,Chicago,871,197,146,58,466,17,2224.75
2023-06-20,Dallas,556,95,61,21,375,15,2019.3700000000001
2023-06-20,Houston,557,102,62,14,371,15,1824.29
2023-06-20,Los_Angeles,1489,412,314,144,611,46,6048.6
2023-06-20,New_York,1935,585,426,235,675,45,6087.79
2023-06-20,Philadelphia,680,127,101,30,422,25,3249.9700000000003
2023-06-20,Phoenix,590,143,85,8,345,14,1820.0700000000002
2023-06-21,Atlanta,561,100,67,17,370,8,1066.47
2023-06-21,Chicago,817,174,143,53,443,17,2379.9
2023-06-21,Dallas,572,98,73,17,378,8,1068.41
2023-06-21,Houston,609,101,72,17,413,15,1929.3300000000002
2023-06-21,Los_Angeles,1484,414,312,146,602,41,5639.74
2023-06-21,New_York,2056,676,471,214,684,36,4844.7
2023-06-21,Philadelphia,640,115,86,30,403,19,2616.8
2023-06-21,Phoenix,507,69,64,9,361,9,1106.22
2023-06-22,Atlanta,525,85,64,15,355,12,1662.65
2023-06-22,Chicago,931,209,160,66,489,22,2985.86
2023-06-22,Dallas,552,90,66,15,377,12,1615.18
2023-06-22,Houston,626,121,80,26,391,17,2244.95
2023-06-22,Los_Angeles,1551,436,333,149,621,27,3274.13
2023-06-22,New_York,1993,596,446,238,705,55,7435.75
2023-06-22,Philadelphia,793,178,121,39,442,17,2198.55
2023-06-22,Phoenix,545,87,71,19,368,10,1184.9
