airing_id,date,timestamp,network,network_type,daypart,program,dma,duration_seconds,creative_id,impressions,reach_pct,frequency,cost,cpm,is_national,is_holiday
A007595,2023-05-10,2023-05-10 20:15:00,NBC,broadcast,primetime,Law & Order,New_York,30,creative_C_testimonial,15468,0.2211,0.01,657.57,40.56,True,False
A007596,2023-05-10,2023-05-10 20:15:00,NBC,broadcast,primetime,Law & Order,Los_Angeles,30,creative_C_testimonial,12383,0.2441,0.01,478.23,40.56,True,False
A007597,2023-05-10,2023-05-10 20:15:00,NBC,broadcast,primetime,Law & Order,Chicago,30,creative_C_testimonial,7579,0.2592,0.01,298.9,40.56,True,False
A007598,2023-05-10,2023-05-10 20:15:00,NBC,broadcast,primetime,Law & Order,Houston,30,creative_C_testimonial,6252,0.2684,0.01,239.12,40.56,True,False
A007599,2023-05-10,2023-05-10 20:15:00,NBC,broadcast,primetime,Law & Order,Phoenix,30,creative_C_testimonial,4765,0.1976,0.01,179.34,40.56,True,False
A007600,2023-05-10,2023-05-10 20:15:00,NBC,broadcast,primetime,Law & Order,Philadelphia,30,creative_C_testimonial,6045,0.2173,0.01,269.01,40.56,True,False
A007601,2023-05-10,2023-05-10 20:15:00,NBC,broadcast,primetime,Law & Order,Dallas,30,creative_C_testimonial,6034,0.2379,0.01,239.12,40.56,True,False
A007602,2023-05-10,2023-05-10 20:15:00,NBC,broadcast,primetime,Law & Order,Atlanta,30,creative_C_testimonial,4918,0.2574,0.01,209.23,40.56,True,False
A007603,2023-05-10,2023-05-10 17:30:00,NBC,broadcast,early_fringe,Chicago Fire,New_York,30,creative_A_brand,9799,0.1087,0.01,175.67,19.14,True,False
A007604,2023-05-10,2023-05-10 17:30:00,NBC,broadcast,early_fringe,Chicago Fire,Los_Angeles,30,creative_A_brand,6050,0.1354,0.01,127.76,19.14,True,False
A007605,2023-05-10,2023-05-10 17:30:00,NBC,broadcast,early_fringe,Chicago Fire,Chicago,30,creative_A_brand,4143,0.1248,0.01,79.85,19.14,True,False
A007606,2023-05-10,2023-05-10 17:30:00,NBC,broadcast,early_fringe,Chicago Fire,Houston,30,creative_A_brand,3228,0.0982,0.01,63.88,19.14,True,False
A007607,2023-05-10,2023-05-10 17:30:00,NBC,broadcast,early_fringe,Chicago Fire,Phoenix,30,creative_A_brand,2438,0.1209,0.01,47.91,19.14,True,False
A007608,2023-05-10,2023-05-10 17:30:00,NBC,broadcast,early_fringe,Chicago Fire,Philadelphia,30,creative_A_brand,3387,0.1236,0.01,71.86,19.14,True,False
A007609,2023-05-10,2023-05-10 17:30:00,NBC,broadcast,early_fringe,Chicago Fire,Dallas,30,creative_A_brand,3599,0.1065,0.01,63.88,19.14,True,False
A007610,2023-05-10,2023-05-10 17:30:00,NBC,broadcast,early_fringe,Chicago Fire,Atlanta,30,creative_A_brand,3169,0.1007,0.01,55.89,19.14,True,False
A007611,2023-05-10,2023-05-10 15:15:00,HGTV,cable,daytime,House Hunters,New_York,30,creative_B_product,8217,0.0884,0.01,58.45,6.88,True,False
A007612,2023-05-10,2023-05-10 15:15:00,HGTV,cable,daytime,House Hunters,Los_Angeles,30,creative_B_product,5767,0.0838,0.01,42.51,6.88,True,False
A007613,2023-05-10,2023-05-10 15:15:00,HGTV,cable,daytime,House Hunters,Chicago,30,creative_B_product,3530,0.104,0.01,26.57,6.88,True,False
A007614,2023-05-10,2023-05-10 15:15:00,HGTV,cable,daytime,House Hunters,Houston,30,creative_B_product,2903,0.0992,0.01,21.25,6.88,True,False
A007615,2023-05-10,2023-05-10 15:15:00,HGTV,cable,daytime,House Hunters,Phoenix,30,creative_B_product,2247,0.0891,0.01,15.94,6.88,True,False
A007616,2023-05-10,2023-05-10 15:15:00,HGTV,cable,daytime,House Hunters,Philadelphia,30,creative_B_product,3330,0.0971,0.01,23.91,6.88,True,False
A007617,2023-05-10,2023-05-10 15:15:00,HGTV,cable,daytime,House Hunters,Dallas,30,creative_B_product,3302,0.0823,0.01,21.25,6.88,True,False
A007618,2023-05-10,2023-05-10 15:15:00,HGTV,cable,daytime,House Hunters,Atlanta,30,creative_B_product,2564,0.0965,0.01,18.6,6.88,True,False
A007619,2023-05-10,2023-05-10 22:15:00,CBS,broadcast,primetime,NCIS,New_York,30,creative_B_product,17008,0.2243,0.01,682.17,38.93,True,False
A007620,2023-05-10,2023-05-10 22:15:00,CBS,broadcast,primetime,NCIS,Los_Angeles,30,creative_B_product,11702,0.2662,0.01,496.12,38.93,True,False
A007621,2023-05-10,2023-05-10 22:15:00,CBS,broadcast,primetime,NCIS,Chicago,30,creative_B_product,8228,0.1892,0.01,310.08,38.93,True,False
A007622,2023-05-10,2023-05-10 22:15:00,CBS,broadcast,primetime,NCIS,Houston,30,creative_B_product,6783,0.209,0.01,248.06,38.93,True,False
A007623,2023-05-10,2023-05-10 22:15:00,CBS,broadcast,primetime,NCIS,Phoenix,30,creative_B_product,4871,0.2049,0.01,186.05,38.93,True,False
A007624,2023-05-10,2023-05-10 22:15:00,CBS,broadcast,primetime,NCIS,Philadelphia,30,creative_B_product,7502,0.2451,0.01,279.07,38.93,True,False
A007625,2023-05-10,2023-05-10 22:15:00,CBS,broadcast,primetime,NCIS,Dallas,30,creative_B_product,6438,0.2017,0.01,248.06,38.93,True,False
A007626,2023-05-10,2023-05-10 22:15:00,CBS,broadcast,primetime,NCIS,Atlanta,30,creative_B_product,5300,0.2145,0.01,217.05,38.93,True,False
A007627,2023-05-10,2023-05-10 20:00:00,CBS,broadcast,primetime,Blue Bloods,New_York,30,creative_C_testimonial,15703,0.2506,0.01,577.35,38.2,True,False
A007628,2023-05-10,2023-05-10 20:00:00,CBS,broadcast,primetime,Blue Bloods,Los_Angeles,30,creative_C_testimonial,9932,0.2336,0.01,419.89,38.2,True,False
A007629,2023-05-10,2023-05-10 20:00:00,CBS,broadcast,primetime,Blue Bloods,Chicago,30,creative_C_testimonial,6991,0.2141,0.01,262.43,38.2,True,False
A007630,2023-05-10,2023-05-10 20:00:00,CBS,broadcast,primetime,Blue Bloods,Houston,30,creative_C_testimonial,5770,0.2185,0.01,209.95,38.2,True,False
A007631,2023-05-10,2023-05-10 20:00:00,CBS,broadcast,primetime,Blue Bloods,Phoenix,30,creative_C_testimonial,4267,0.2265,0.01,157.46,38.2,True,False
A007632,2023-05-10,2023-05-10 20:00:00,CBS,broadcast,primetime,Blue Bloods,Philadelphia,30,creative_C_testimonial,5871,0.2346,0.01,236.19,38.2,True,False
A007633,2023-05-10,2023-05-10 20:00:00,CBS,broadcast,primetime,Blue Bloods,Dallas,30,creative_C_testimonial,5756,0.2677,0.01,209.95,38.2,True,False
A007634,2023-05-10,2023-05-10 20:00:00,CBS,broadcast,primetime,Blue Bloods,Atlanta,30,creative_C_testimonial,4693,0.1858,0.01,183.7,38.2,True,False
A007635,2023-05-10,2023-05-10 19:30:00,TNT,cable,sports,AEW Dynamite,New_York,30,creative_C_testimonial,26403,0.2652,0.01,1133.18,43.48,True,False
A007636,2023-05-10,2023-05-10 19:30:00,TNT,cable,sports,AEW Dynamite,Los_Angeles,30,creative_C_testimonial,19129,0.3359,0.01,824.13,43.48,True,False
A007637,2023-05-10,2023-05-10 19:30:00,TNT,cable,sports,AEW Dynamite,Chicago,30,creative_C_testimonial,12460,0.283,0.01,515.08,43.48,True,False
A007638,2023-05-10,2023-05-10 19:30:00,TNT,cable,sports,AEW Dynamite,Houston,30,creative_C_testimonial,8742,0.336,0.01,412.07,43.48,True,False
A007639,2023-05-10,2023-05-10 19:30:00,TNT,cable,sports,AEW Dynamite,Phoenix,30,creative_C_testimonial,6774,0.2464,0.01,309.05,43.48,True,False
A007640,2023-05-10,2023-05-10 19:30:00,TNT,cable,sports,AEW Dynamite,Philadelphia,30,creative_C_testimonial,10545,0.3287,0.01,463.57,43.48,True,False
A007641,2023-05-10,2023-05-10 19:30:00,TNT,cable,sports,AEW Dynamite,Dallas,30,creative_C_testimonial,10062,0.3579,0.01,412.07,43.48,True,False
A007642,2023-05-10,2023-05-10 19:30:00,TNT,cable,sports,AEW Dynamite,Atlanta,30,creative_C_testimonial,7777,0.2753,0.01,360.56,43.48,True,False
A007643,2023-05-10,2023-05-10 17:30:00,TBS,cable,early_fringe,MLB Postseason,New_York,30,creative_A_brand,36595,0.0969,0.03,462.15,12.08,False,False
A007644,2023-05-10,2023-05-10 17:45:00,Food_Network,cable,early_fringe,Chopped,New_York,30,creative_B_product,9993,0.104,0.01,109.05,10.89,True,False
A007645,2023-05-10,2023-05-10 17:45:00,Food_Network,cable,early_fringe,Chopped,Los_Angeles,30,creative_B_product,7194,0.1412,0.01,79.31,10.89,True,False
A007646,2023-05-10,2023-05-10 17:45:00,Food_Network,cable,early_fringe,Chopped,Chicago,30,creative_B_product,4120,0.1039,0.01,49.57,10.89,True,False
A007647,2023-05-10,2023-05-10 17:45:00,Food_Network,cable,early_fringe,Chopped,Houston,30,creative_B_product,3842,0.1023,0.01,39.65,10.89,True,False
A007648,2023-05-10,2023-05-10 17:45:00,Food_Network,cable,early_fringe,Chopped,Phoenix,30,creative_B_product,2605,0.1178,0.01,29.74,10.89,True,False
A007649,2023-05-10,2023-05-10 17:45:00,Food_Network,cable,early_fringe,Chopped,Philadelphia,30,creative_B_product,4458,0.1048,0.01,44.61,10.89,True,False
A007650,2023-05-10,2023-05-10 17:45:00,Food_Network,cable,early_fringe,Chopped,Dallas,30,creative_B_product,3948,0.1305,0.01,39.65,10.89,True,False
A007651,2023-05-10,2023-05-10 17:45:00,Food_Network,cable,early_fringe,Chopped,Atlanta,30,creative_B_product,3294,0.1307,0.01,34.7,10.89,True,False
A007652,2023-05-10,2023-05-10 22:30:00,CBS,broadcast,primetime,Survivor,New_York,15,creative_C_testimonial,29614,0.2514,0.01,620.38,22.86,True,False
A007653,2023-05-10,2023-05-10 22:30:00,CBS,broadcast,primetime,Survivor,Los_Angeles,15,creative_C_testimonial,19256,0.1859,0.01,451.19,22.86,True,False
A007654,2023-05-10,2023-05-10 22:30:00,CBS,broadcast,primetime,Survivor,Chicago,15,creative_C_testimonial,11347,0.1801,0.01,281.99,22.86,True,False
A007655,2023-05-10,2023-05-10 22:30:00,CBS,broadcast,primetime,Survivor,Houston,15,creative_C_testimonial,8887,0.2643,0.01,225.59,22.86,True,False
A007656,2023-05-10,2023-05-10 22:30:00,CBS,broadcast,primetime,Survivor,Phoenix,15,creative_C_testimonial,8035,0.2401,0.01,169.2,22.86,True,False
A007657,2023-05-10,2023-05-10 22:30:00,CBS,broadcast,primetime,Survivor,Philadelphia,15,creative_C_testimonial,11607,0.2262,0.01,253.79,22.86,True,False
A007658,2023-05-10,2023-05-10 22:30:00,CBS,broadcast,primetime,Survivor,Dallas,15,creative_C_testimonial,9353,0.2623,0.01,225.59,22.86,True,False
A007659,2023-05-10,2023-05-10 22:30:00,CBS,broadcast,primetime,Survivor,Atlanta,15,creative_C_testimonial,8252,0.2466,0.01,197.39,22.86,True,False
A007660,2023-05-10,2023-05-10 20:15:00,FOX,broadcast,primetime,Next Level Chef,New_York,30,creative_A_brand,19055,0.238,0.01,714.8,37.27,True,False
A007661,2023-05-10,2023-05-10 20:15:00,FOX,broadcast,primetime,Next Level Chef,Los_Angeles,30,creative_A_brand,14650,0.2094,0.01,519.85,37.27,True,False
A007662,2023-05-10,2023-05-10 20:15:00,FOX,broadcast,primetime,Next Level Chef,Chicago,30,creative_A_brand,8868,0.215,0.01,324.91,37.27,True,False
A007663,2023-05-10,2023-05-10 20:15:00,FOX,broadcast,primetime,Next Level Chef,Houston,30,creative_A_brand,7275,0.1948,0.01,259.93,37.27,True,False
A007664,2023-05-10,2023-05-10 20:15:00,FOX,broadcast,primetime,Next Level Chef,Phoenix,30,creative_A_brand,4976,0.2183,0.01,194.95,37.27,True,False
A007665,2023-05-10,2023-05-10 20:15:00,FOX,broadcast,primetime,Next Level Chef,Philadelphia,30,creative_A_brand,8456,0.2316,0.01,292.42,37.27,True,False
A007666,2023-05-10,2023-05-10 20:15:00,FOX,broadcast,primetime,Next Level Chef,Dallas,30,creative_A_brand,7623,0.1893,0.01,259.93,37.27,True,False
A007667,2023-05-10,2023-05-10 20:15:00,FOX,broadcast,primetime,Next Level Chef,Atlanta,30,creative_A_brand,6053,0.2177,0.01,227.44,37.27,True,False
A007668,2023-05-10,2023-05-10 21:30:00,TNT,cable,sports,AEW Dynamite,Houston,30,creative_B_product,114455,0.2852,0.1,5761.53,52.65,False,False
A007669,2023-05-10,2023-05-10 20:45:00,FOX,broadcast,primetime,9-1-1,New_York,15,creative_B_product,20445,0.2103,0.01,328.15,15.84,True,False
A007670,2023-05-10,2023-05-10 20:45:00,FOX,broadcast,primetime,9-1-1,Los_Angeles,15,creative_B_product,15038,0.2196,0.01,238.65,15.84,True,False
A007671,2023-05-10,2023-05-10 20:45:00,FOX,broadcast,primetime,9-1-1,Chicago,15,creative_B_product,8485,0.2013,0.01,149.16,15.84,True,False
A007672,2023-05-10,2023-05-10 20:45:00,FOX,broadcast,primetime,9-1-1,Houston,15,creative_B_product,7101,0.2114,0.01,119.33,15.84,True,False
A007673,2023-05-10,2023-05-10 20:45:00,FOX,broadcast,primetime,9-1-1,Phoenix,15,creative_B_product,5281,0.1861,0.01,89.5,15.84,True,False
A007674,2023-05-10,2023-05-10 20:45:00,FOX,broadcast,primetime,9-1-1,Philadelphia,15,creative_B_product,7959,0.2569,0.01,134.24,15.84,True,False
A007675,2023-05-10,2023-05-10 20:45:00,FOX,broadcast,primetime,9-1-1,Dallas,15,creative_B_product,7979,0.2198,0.01,119.33,15.84,True,False
A007676,2023-05-10,2023-05-10 20:45:00,FOX,broadcast,primetime,9-1-1,Atlanta,15,creative_B_product,7088,0.2009,0.01,104.41,15.84,True,False
A007677,2023-05-10,2023-05-10 10:00:00,Food_Network,cable,daytime,Diners Drive-Ins,New_York,60,creative_A_brand,7305,0.1009,0.01,80.63,10.63,True,False
A007678,2023-05-10,2023-05-10 10:00:00,Food_Network,cable,daytime,Diners Drive-Ins,Los_Angeles,60,creative_A_brand,5429,0.094,0.01,58.64,10.63,True,False
A007679,2023-05-10,2023-05-10 10:00:00,Food_Network,cable,daytime,Diners Drive-Ins,Chicago,60,creative_A_brand,3381,0.0919,0.01,36.65,10.63,True,False
A007680,2023-05-10,2023-05-10 10:00:00,Food_Network,cable,daytime,Diners Drive-Ins,Houston,60,creative_A_brand,2516,0.0855,0.01,29.32,10.63,True,False
A007681,2023-05-10,2023-05-10 10:00:00,Food_Network,cable,daytime,Diners Drive-Ins,Phoenix,60,creative_A_brand,2215,0.0969,0.01,21.99,10.63,True,False
A007682,2023-05-10,2023-05-10 10:00:00,Food_Network,cable,daytime,Diners Drive-Ins,Philadelphia,60,creative_A_brand,3401,0.1004,0.01,32.98,10.63,True,False
A007683,2023-05-10,2023-05-10 10:00:00,Food_Network,cable,daytime,Diners Drive-Ins,Dallas,60,creative_A_brand,2731,0.0963,0.01,29.32,10.63,True,False
A007684,2023-05-10,2023-05-10 10:00:00,Food_Network,cable,daytime,Diners Drive-Ins,Atlanta,60,creative_A_brand,2546,0.0817,0.01,25.65,10.63,True,False
A007685,2023-05-11,2023-05-11 21:45:00,ABC,broadcast,sports,Grey's Anatomy,New_York,60,creative_A_brand,21844,0.3595,0.01,2108.43,103.5,True,False
A007686,2023-05-11,2023-05-11 21:45:00,ABC,broadcast,sports,Grey's Anatomy,Los_Angeles,60,creative_A_brand,16069,0.3433,0.01,1533.4,103.5,True,False
A007687,2023-05-11,2023-05-11 21:45:00,ABC,broadcast,sports,Grey's Anatomy,Chicago,60,creative_A_brand,10171,0.3489,0.01,958.38,103.5,True,False
A007688,2023-05-11,2023-05-11 21:45:00,ABC,broadcast,sports,Grey's Anatomy,Houston,60,creative_A_brand,7686,0.26,0.01,766.7,103.5,True,False
A007689,2023-05-11,2023-05-11 21:45:00,ABC,broadcast,sports,Grey's Anatomy,Phoenix,60,creative_A_brand,5173,0.2459,0.01,575.03,103.5,True,False
A007690,2023-05-11,2023-05-11 21:45:00,ABC,broadcast,sports,Grey's Anatomy,Philadelphia,60,creative_A_brand,8186,0.3371,0.01,862.54,103.5,True,False
A007691,2023-05-11,2023-05-11 21:45:00,ABC,broadcast,sports,Grey's Anatomy,Dallas,60,creative_A_brand,7393,0.284,0.01,766.7,103.5,True,False
A007692,2023-05-11,2023-05-11 21:45:00,ABC,broadcast,sports,Grey's Anatomy,Atlanta,60,creative_A_brand,5975,0.2462,0.01,670.86,103.5,True,False
A007693,2023-05-11,2023-05-11 22:15:00,ABC,broadcast,primetime,The Bachelor,New_York,30,creative_D_promo,22186,0.1847,0.01,727.19,31.84,True,False
A007694,2023-05-11,2023-05-11 22:15:00,ABC,broadcast,primetime,The Bachelor,Los_Angeles,30,creative_D_promo,18099,0.2314,0.01,528.86,31.84,True,False
A007695,2023-05-11,2023-05-11 22:15:00,ABC,broadcast,primetime,The Bachelor,Chicago,30,creative_D_promo,10335,0.2573,0.01,330.54,31.84,True,False
A007696,2023-05-11,2023-05-11 22:15:00,ABC,broadcast,primetime,The Bachelor,Houston,30,creative_D_promo,9030,0.1998,0.01,264.43,31.84,True,False
A007697,2023-05-11,2023-05-11 22:15:00,ABC,broadcast,primetime,The Bachelor,Phoenix,30,creative_D_promo,6615,0.2548,0.01,198.32,31.84,True,False
A007698,2023-05-11,2023-05-11 22:15:00,ABC,broadcast,primetime,The Bachelor,Philadelphia,30,creative_D_promo,8510,0.2441,0.01,297.48,31.84,True,False
A007699,2023-05-11,2023-05-11 22:15:00,ABC,broadcast,primetime,The Bachelor,Dallas,30,creative_D_promo,7579,0.2335,0.01,264.43,31.84,True,False
A007700,2023-05-11,2023-05-11 22:15:00,ABC,broadcast,primetime,The Bachelor,Atlanta,30,creative_D_promo,7513,0.213,0.01,231.38,31.84,True,False
A007701,2023-05-11,2023-05-11 20:15:00,Food_Network,cable,primetime,Diners Drive-Ins,New_York,30,creative_B_product,23696,0.2081,0.01,454.04,18.07,True,False
A007702,2023-05-11,2023-05-11 20:15:00,Food_Network,cable,primetime,Diners Drive-Ins,Los_Angeles,30,creative_B_product,18048,0.2045,0.01,330.21,18.07,True,False
A007703,2023-05-11,2023-05-11 20:15:00,Food_Network,cable,primetime,Diners Drive-Ins,Chicago,30,creative_B_product,11331,0.1809,0.01,206.38,18.07,True,False
A007704,2023-05-11,2023-05-11 20:15:00,Food_Network,cable,primetime,Diners Drive-Ins,Houston,30,creative_B_product,8609,0.2549,0.01,165.11,18.07,True,False
A007705,2023-05-11,2023-05-11 20:15:00,Food_Network,cable,primetime,Diners Drive-Ins,Phoenix,30,creative_B_product,6733,0.2373,0.01,123.83,18.07,True,False
A007706,2023-05-11,2023-05-11 20:15:00,Food_Network,cable,primetime,Diners Drive-Ins,Philadelphia,30,creative_B_product,9727,0.2385,0.01,185.75,18.07,True,False
A007707,2023-05-11,2023-05-11 20:15:00,Food_Network,cable,primetime,Diners Drive-Ins,Dallas,30,creative_B_product,10049,0.2336,0.01,165.11,18.07,True,False
A007708,2023-05-11,2023-05-11 20:15:00,Food_Network,cable,primetime,Diners Drive-Ins,Atlanta,30,creative_B_product,8198,0.19,0.01,144.47,18.07,True,False
A007709,2023-05-11,2023-05-11 20:00:00,CBS,broadcast,primetime,NCIS,New_York,30,creative_C_testimonial,21054,0.2649,0.01,802.66,34.98,True,False
A007710,2023-05-11,2023-05-11 20:00:00,CBS,broadcast,primetime,NCIS,Los_Angeles,30,creative_C_testimonial,17645,0.1981,0.01,583.75,34.98,True,False
A007711,2023-05-11,2023-05-11 20:00:00,CBS,broadcast,primetime,NCIS,Chicago,30,creative_C_testimonial,10717,0.2483,0.01,364.85,34.98,True,False
A007712,2023-05-11,2023-05-11 20:00:00,CBS,broadcast,primetime,NCIS,Houston,30,creative_C_testimonial,7859,0.1884,0.01,291.88,34.98,True,False
A007713,2023-05-11,2023-05-11 20:00:00,CBS,broadcast,primetime,NCIS,Phoenix,30,creative_C_testimonial,6072,0.1922,0.01,218.91,34.98,True,False
A007714,2023-05-11,2023-05-11 20:00:00,CBS,broadcast,primetime,NCIS,Philadelphia,30,creative_C_testimonial,9511,0.2182,0.01,328.36,34.98,True,False
A007715,2023-05-11,2023-05-11 20:00:00,CBS,broadcast,primetime,NCIS,Dallas,30,creative_C_testimonial,8281,0.2289,0.01,291.88,34.98,True,False
A007716,2023-05-11,2023-05-11 20:00:00,CBS,broadcast,primetime,NCIS,Atlanta,30,creative_C_testimonial,8005,0.2513,0.01,255.39,34.98,True,False
A007717,2023-05-11,2023-05-11 11:15:00,Food_Network,cable,daytime,Chopped,New_York,30,creative_C_testimonial,11274,0.0749,0.01,87.82,8.39,True,False
A007718,2023-05-11,2023-05-11 11:15:00,Food_Network,cable,daytime,Chopped,Los_Angeles,30,creative_C_testimonial,8289,0.0748,0.01,63.87,8.39,True,False
A007719,2023-05-11,2023-05-11 11:15:00,Food_Network,cable,daytime,Chopped,Chicago,30,creative_C_testimonial,5198,0.0883,0.01,39.92,8.39,True,False
A007720,2023-05-11,2023-05-11 11:15:00,Food_Network,cable,daytime,Chopped,Houston,30,creative_C_testimonial,4004,0.0974,0.01,31.94,8.39,True,False
A007721,2023-05-11,2023-05-11 11:15:00,Food_Network,cable,daytime,Chopped,Phoenix,30,creative_C_testimonial,2864,0.0943,0.01,23.95,8.39,True,False
A007722,2023-05-11,2023-05-11 11:15:00,Food_Network,cable,daytime,Chopped,Philadelphia,30,creative_C_testimonial,4666,0.1054,0.01,35.93,8.39,True,False
A007723,2023-05-11,2023-05-11 11:15:00,Food_Network,cable,daytime,Chopped,Dallas,30,creative_C_testimonial,3923,0.0957,0.01,31.94,8.39,True,False
A007724,2023-05-11,2023-05-11 11:15:00,Food_Network,cable,daytime,Chopped,Atlanta,30,creative_C_testimonial,3161,0.1018,0.01,27.94,8.39,True,False
A007725,2023-05-11,2023-05-11 20:45:00,TBS,cable,primetime,American Dad,New_York,30,creative_C_testimonial,20748,0.2138,0.01,357.12,15.69,True,False
A007726,2023-05-11,2023-05-11 20:45:00,TBS,cable,primetime,American Dad,Los_Angeles,30,creative_C_testimonial,15758,0.2133,0.01,259.72,15.69,True,False
A007727,2023-05-11,2023-05-11 20:45:00,TBS,cable,primetime,American Dad,Chicago,30,creative_C_testimonial,9422,0.2452,0.01,162.33,15.69,True,False
A007728,2023-05-11,2023-05-11 20:45:00,TBS,cable,primetime,American Dad,Houston,30,creative_C_testimonial,7640,0.1813,0.01,129.86,15.69,True,False
A007729,2023-05-11,2023-05-11 20:45:00,TBS,cable,primetime,American Dad,Phoenix,30,creative_C_testimonial,6760,0.1974,0.01,97.4,15.69,True,False
A007730,2023-05-11,2023-05-11 20:45:00,TBS,cable,primetime,American Dad,Philadelphia,30,creative_C_testimonial,9920,0.2668,0.01,146.1,15.69,True,False
A007731,2023-05-11,2023-05-11 20:45:00,TBS,cable,primetime,American Dad,Dallas,30,creative_C_testimonial,8331,0.2274,0.01,129.86,15.69,True,False
A007732,2023-05-11,2023-05-11 20:45:00,TBS,cable,primetime,American Dad,Atlanta,30,creative_C_testimonial,7048,0.2183,0.01,113.63,15.69,True,False
A007733,2023-05-11,2023-05-11 20:45:00,FOX,broadcast,primetime,The Masked Singer,New_York,60,creative_B_product,14613,0.2423,0.01,844.15,56.06,True,False
A007734,2023-05-11,2023-05-11 20:45:00,FOX,broadcast,primetime,The Masked Singer,Los_Angeles,60,creative_B_product,10579,0.2401,0.01,613.93,56.06,True,False
A007735,2023-05-11,2023-05-11 20:45:00,FOX,broadcast,primetime,The Masked Singer,Chicago,60,creative_B_product,7070,0.2526,0.01,383.7,56.06,True,False
A007736,2023-05-11,2023-05-11 20:45:00,FOX,broadcast,primetime,The Masked Singer,Houston,60,creative_B_product,5036,0.2319,0.01,306.96,56.06,True,False
A007737,2023-05-11,2023-05-11 20:45:00,FOX,broadcast,primetime,The Masked Singer,Phoenix,60,creative_B_product,3747,0.1958,0.01,230.22,56.06,True,False
A007738,2023-05-11,2023-05-11 20:45:00,FOX,broadcast,primetime,The Masked Singer,Philadelphia,60,creative_B_product,5944,0.2437,0.01,345.33,56.06,True,False
A007739,2023-05-11,2023-05-11 20:45:00,FOX,broadcast,primetime,The Masked Singer,Dallas,60,creative_B_product,5994,0.2108,0.01,306.96,56.06,True,False
A007740,2023-05-11,2023-05-11 20:45:00,FOX,broadcast,primetime,The Masked Singer,Atlanta,60,creative_B_product,4811,0.2033,0.01,268.59,56.06,True,False
A007741,2023-05-12,2023-05-12 13:30:00,NBC,broadcast,sports,Chicago Fire,New_York,15,creative_D_promo,85478,0.327,0.02,2722.25,31.59,False,False
A007742,2023-05-12,2023-05-12 16:30:00,ESPN,cable,early_fringe,General Programming,New_York,30,creative_A_brand,13125,0.1005,0.01,197.08,13.64,True,False
A007743,2023-05-12,2023-05-12 16:30:00,ESPN,cable,early_fringe,General Programming,Los_Angeles,30,creative_A_brand,9714,0.1167,0.01,143.33,13.64,True,False
A007744,2023-05-12,2023-05-12 16:30:00,ESPN,cable,early_fringe,General Programming,Chicago,30,creative_A_brand,6290,0.1347,0.01,89.58,13.64,True,False
A007745,2023-05-12,2023-05-12 16:30:00,ESPN,cable,early_fringe,General Programming,Houston,30,creative_A_brand,5224,0.1193,0.01,71.67,13.64,True,False
A007746,2023-05-12,2023-05-12 16:30:00,ESPN,cable,early_fringe,General Programming,Phoenix,30,creative_A_brand,4110,0.1134,0.01,53.75,13.64,True,False
A007747,2023-05-12,2023-05-12 16:30:00,ESPN,cable,early_fringe,General Programming,Philadelphia,30,creative_A_brand,5735,0.1323,0.01,80.63,13.64,True,False
A007748,2023-05-12,2023-05-12 16:30:00,ESPN,cable,early_fringe,General Programming,Dallas,30,creative_A_brand,5546,0.0967,0.01,71.67,13.64,True,False
A007749,2023-05-12,2023-05-12 16:30:00,ESPN,cable,early_fringe,General Programming,Atlanta,30,creative_A_brand,4268,0.1062,0.01,62.71,13.64,True,False
A007750,2023-05-12,2023-05-12 21:15:00,NBC,broadcast,primetime,Law & Order,New_York,30,creative_B_product,24415,0.1973,0.01,907.96,40.12,True,False
A007751,2023-05-12,2023-05-12 21:15:00,NBC,broadcast,primetime,Law & Order,Los_Angeles,30,creative_B_product,15101,0.2364,0.01,660.34,40.12,True,False
A007752,2023-05-12,2023-05-12 21:15:00,NBC,broadcast,primetime,Law & Order,Chicago,30,creative_B_product,10070,0.1947,0.01,412.71,40.12,True,False
A007753,2023-05-12,2023-05-12 21:15:00,NBC,broadcast,primetime,Law & Order,Houston,30,creative_B_product,7600,0.2303,0.01,330.17,40.12,True,False
A007754,2023-05-12,2023-05-12 21:15:00,NBC,broadcast,primetime,Law & Order,Phoenix,30,creative_B_product,5926,0.2698,0.01,247.63,40.12,True,False
A007755,2023-05-12,2023-05-12 21:15:00,NBC,broadcast,primetime,Law & Order,Philadelphia,30,creative_B_product,9084,0.1991,0.01,371.44,40.12,True,False
A007756,2023-05-12,2023-05-12 21:15:00,NBC,broadcast,primetime,Law & Order,Dallas,30,creative_B_product,8442,0.202,0.01,330.17,40.12,True,False
A007757,2023-05-12,2023-05-12 21:15:00,NBC,broadcast,primetime,Law & Order,Atlanta,30,creative_B_product,7193,0.2234,0.01,288.9,40.12,True,False
A007758,2023-05-12,2023-05-12 20:15:00,FOX,broadcast,primetime,Next Level Chef,New_York,60,creative_C_testimonial,19201,0.1842,0.01,1216.26,64.06,True,False
A007759,2023-05-12,2023-05-12 20:15:00,FOX,broadcast,primetime,Next Level Chef,Los_Angeles,60,creative_C_testimonial,14951,0.1889,0.01,884.55,64.06,True,False
A007760,2023-05-12,2023-05-12 20:15:00,FOX,broadcast,primetime,Next Level Chef,Chicago,60,creative_C_testimonial,8248,0.1898,0.01,552.84,64.06,True,False
