airing_id,date,timestamp,network,network_type,daypart,dma,creative_id,duration_seconds,impressions,cost,actual_sessions,baseline_sessions,incremental_sessions,incremental_conversions,incremental_revenue,roas,window_records
A009459,2023-06-20,2023-06-20 20:15:00,ESPN,cable,primetime,Chicago,creative_B_product,60,9013,253.56,25.0,25.8,0.0,0,0.0,0.0,4
A009460,2023-06-20,2023-06-20 20:15:00,ESPN,cable,primetime,Houston,creative_B_product,60,7267,202.85,31.0,17.7,13.3,1,124.03,0.611,4
A009461,2023-06-20,2023-06-20 20:15:00,ESPN,cable,primetime,Phoenix,creative_B_product,60,5081,152.13,21.0,14.3,6.7,0,0.0,0.0,4
A009462,2023-06-20,2023-06-20 20:15:00,ESPN,cable,primetime,Philadelphia,creative_B_product,60,7784,228.2,17.0,21.0,0.0,0,0.0,0.0,4
A009463,2023-06-20,2023-06-20 20:15:00,ESPN,cable,primetime,Dallas,creative_B_product,60,7159,202.85,24.0,16.4,7.6,1,169.69,0.837,4
A009464,2023-06-20,2023-06-20 20:15:00,ESPN,cable,primetime,Atlanta,creative_B_product,60,6209,177.49,27.0,15.4,11.6,0,0.0,0.0,4
A009465,2023-06-20,2023-06-20 08:00:00,CBS,broadcast,early_morning,New_York,creative_B_product,15,3509,22.95,33.0,30.2,2.8,1,159.37,6.944,4
A009466,2023-06-20,2023-06-20 08:00:00,CBS,broadcast,early_morning,Los_Angeles,creative_B_product,15,3024,16.69,32.0,22.5,9.5,1,149.12,8.935,4
A009467,2023-06-20,2023-06-20 08:00:00,CBS,broadcast,early_morning,Chicago,creative_B_product,15,1852,10.43,17.0,13.5,3.5,0,0.0,0.0,4
A009468,2023-06-20,2023-06-20 08:00:00,CBS,broadcast,early_morning,Houston,creative_B_product,15,1298,8.35,11.0,8.8,2.2,0,0.0,0.0,4
A009469,2023-06-20,2023-06-20 08:00:00,CBS,broadcast,early_morning,Phoenix,creative_B_product,15,1125,6.26,11.0,7.2,3.8,1,146.89,23.465,4
A009470,2023-06-20,2023-06-20 08:00:00,CBS,broadcast,early_morning,Philadelphia,creative_B_product,15,1620,9.39,10.0,10.9,0.0,0,0.0,0.0,4
A009471,2023-06-20,2023-06-20 08:00:00,CBS,broadcast,early_morning,Dallas,creative_B_product,15,1413,8.35,11.0,8.3,2.7,0,0.0,0.0,4
A009472,2023-06-20,2023-06-20 08:00:00,CBS,broadcast,early_morning,Atlanta,creative_B_product,15,1258,7.3,5.0,7.7,0.0,0,0.0,0.0,4
A009473,2023-06-20,2023-06-20 21:15:00,HGTV,cable,primetime,Phoenix,creative_B_product,15,93895,856.14,108.0,12.5,95.5,3,429.8,0.502,4
A009474,2023-06-20,2023-06-20 14:45:00,ABC,broadcast,sports,Chicago,creative_C_testimonial,30,136223,8286.41,13.0,6.9,6.1,0,0.0,0.0,4
A009475,2023-06-20,2023-06-20 21:15:00,CBS,broadcast,primetime,Houston,creative_C_testimonial,30,85255,2717.25,15.0,15.6,0.0,0,0.0,0.0,4
A009476,2023-06-20,2023-06-20 22:45:00,CBS,broadcast,primetime,New_York,creative_B_product,30,26725,865.27,33.0,32.3,0.7,0,0.0,0.0,4
A009477,2023-06-20,2023-06-20 22:45:00,CBS,broadcast,primetime,Los_Angeles,creative_B_product,30,19725,629.29,40.0,24.6,15.4,2,248.38,0.395,4
A009478,2023-06-20,2023-06-20 22:45:00,CBS,broadcast,primetime,Chicago,creative_B_product,30,13011,393.31,29.0,14.0,15.0,1,130.37,0.331,4
A009479,2023-06-20,2023-06-20 22:45:00,CBS,broadcast,primetime,Houston,creative_B_product,30,10683,314.64,13.0,9.7,3.3,0,0.0,0.0,4
A009480,2023-06-20,2023-06-20 22:45:00,CBS,broadcast,primetime,Phoenix,creative_B_product,30,6706,235.98,12.0,7.6,4.4,0,0.0,0.0,4
A009481,2023-06-20,2023-06-20 22:45:00,CBS,broadcast,primetime,Philadelphia,creative_B_product,30,10489,353.98,11.0,11.5,0.0,0,0.0,0.0,4
A009482,2023-06-20,2023-06-20 22:45:00,CBS,broadcast,primetime,Dallas,creative_B_product,30,10456,314.64,21.0,9.3,11.7,0,0.0,0.0,4
A009483,2023-06-20,2023-06-20 22:45:00,CBS,broadcast,primetime,Atlanta,creative_B_product,30,9350,275.31,15.0,8.5,6.5,0,0.0,0.0,4
A009484,2023-06-21,2023-06-21 00:15:00,FOX,broadcast,late_night,New_York,creative_B_product,30,7283,37.59,18.0,12.1,5.9,1,133.29,3.546,4
A009485,2023-06-21,2023-06-21 00:15:00,FOX,broadcast,late_night,Los_Angeles,creative_B_product,30,4996,27.33,17.0,9.1,7.9,0,0.0,0.0,4
A009486,2023-06-21,2023-06-21 00:15:00,FOX,broadcast,late_night,Chicago,creative_B_product,30,3053,17.08,8.0,5.2,2.8,0,0.0,0.0,4
A009487,2023-06-21,2023-06-21 00:15:00,FOX,broadcast,late_night,Houston,creative_B_product,30,2400,13.67,5.0,3.9,1.1,0,0.0,0.0,4
A009488,2023-06-21,2023-06-21 00:15:00,FOX,broadcast,late_night,Phoenix,creative_B_product,30,1712,10.25,9.0,3.6,5.4,0,0.0,0.0,4
A009489,2023-06-21,2023-06-21 00:15:00,FOX,broadcast,late_night,Philadelphia,creative_B_product,30,2967,15.38,3.0,4.3,0.0,0,0.0,0.0,4
A009490,2023-06-21,2023-06-21 00:15:00,FOX,broadcast,late_night,Dallas,creative_B_product,30,2509,13.67,7.0,3.8,3.2,0,0.0,0.0,4
A009491,2023-06-21,2023-06-21 00:15:00,FOX,broadcast,late_night,Atlanta,creative_B_product,30,2170,11.96,9.0,3.9,5.1,0,0.0,0.0,4
A009492,2023-06-21,2023-06-21 21:15:00,FOX,broadcast,primetime,New_York,creative_C_testimonial,60,102903,5816.83,190.0,49.7,140.3,7,844.01,0.145,4
A009493,2023-06-21,2023-06-21 23:30:00,FOX,broadcast,late_night,New_York,creative_C_testimonial,60,4573,52.47,18.0,22.5,0.0,0,0.0,0.0,4
A009494,2023-06-21,2023-06-21 23:30:00,FOX,broadcast,late_night,Los_Angeles,creative_C_testimonial,60,3141,38.16,17.0,17.4,0.0,0,0.0,0.0,4
A009495,2023-06-21,2023-06-21 23:30:00,FOX,broadcast,late_night,Chicago,creative_C_testimonial,60,1966,23.85,12.0,9.6,2.4,0,0.0,0.0,4
A009496,2023-06-21,2023-06-21 23:30:00,FOX,broadcast,late_night,Houston,creative_C_testimonial,60,1777,19.08,15.0,6.8,8.2,1,164.42,8.617,4
A009497,2023-06-21,2023-06-21 23:30:00,FOX,broadcast,late_night,Phoenix,creative_C_testimonial,60,1303,14.31,5.0,5.0,0.0,0,0.0,0.0,4
A009498,2023-06-21,2023-06-21 23:30:00,FOX,broadcast,late_night,Philadelphia,creative_C_testimonial,60,1835,21.46,8.0,8.1,0.0,0,0.0,0.0,4
A009499,2023-06-21,2023-06-21 23:30:00,FOX,broadcast,late_night,Dallas,creative_C_testimonial,60,1694,19.08,11.0,6.4,4.6,0,0.0,0.0,4
A009500,2023-06-21,2023-06-21 23:30:00,FOX,broadcast,late_night,Atlanta,creative_C_testimonial,60,1489,16.69,10.0,5.9,4.1,0,0.0,0.0,4
A009501,2023-06-21,2023-06-21 01:30:00,FOX,broadcast,late_night,New_York,creative_A_brand,60,6245,68.08,12.0,12.1,0.0,0,0.0,0.0,4
A009502,2023-06-21,2023-06-21 01:30:00,FOX,broadcast,late_night,Los_Angeles,creative_A_brand,60,4644,49.51,8.0,9.1,0.0,0,0.0,0.0,4
A009503,2023-06-21,2023-06-21 01:30:00,FOX,broadcast,late_night,Chicago,creative_A_brand,60,2544,30.95,7.0,5.3,1.7,0,0.0,0.0,4
A009504,2023-06-21,2023-06-21 01:30:00,FOX,broadcast,late_night,Houston,creative_A_brand,60,2003,24.76,6.0,3.9,2.1,0,0.0,0.0,4
A009505,2023-06-21,2023-06-21 01:30:00,FOX,broadcast,late_night,Phoenix,creative_A_brand,60,1687,18.57,5.0,3.6,1.4,0,0.0,0.0,4
A009506,2023-06-21,2023-06-21 01:30:00,FOX,broadcast,late_night,Philadelphia,creative_A_brand,60,2424,27.85,6.0,4.3,1.7,0,0.0,0.0,4
A009507,2023-06-21,2023-06-21 01:30:00,FOX,broadcast,late_night,Dallas,creative_A_brand,60,2348,24.76,5.0,3.8,1.2,0,0.0,0.0,4
A009508,2023-06-21,2023-06-21 01:30:00,FOX,broadcast,late_night,Atlanta,creative_A_brand,60,1871,21.66,2.0,3.8,0.0,0,0.0,0.0,4
A009509,2023-06-21,2023-06-21 17:30:00,ESPN,cable,sports,New_York,creative_C_testimonial,15,25442,502.64,48.0,22.2,25.8,2,258.56,0.514,4
A009510,2023-06-21,2023-06-21 17:30:00,ESPN,cable,sports,Los_Angeles,creative_C_testimonial,15,16913,365.56,34.0,17.0,17.0,0,0.0,0.0,4
A009511,2023-06-21,2023-06-21 17:30:00,ESPN,cable,sports,Chicago,creative_C_testimonial,15,11167,228.47,11.0,9.8,1.2,0,0.0,0.0,4
A009512,2023-06-21,2023-06-21 17:30:00,ESPN,cable,sports,Houston,creative_C_testimonial,15,8245,182.78,15.0,6.5,8.5,0,0.0,0.0,4
A009513,2023-06-21,2023-06-21 17:30:00,ESPN,cable,sports,Phoenix,creative_C_testimonial,15,6234,137.08,5.0,5.4,0.0,0,0.0,0.0,4
A009514,2023-06-21,2023-06-21 17:30:00,ESPN,cable,sports,Philadelphia,creative_C_testimonial,15,9223,205.63,7.0,7.8,0.0,0,0.0,0.0,4
A009515,2023-06-21,2023-06-21 17:30:00,ESPN,cable,sports,Dallas,creative_C_testimonial,15,8547,182.78,17.0,6.2,10.8,0,0.0,0.0,4
A009516,2023-06-21,2023-06-21 17:30:00,ESPN,cable,sports,Atlanta,creative_C_testimonial,15,7742,159.93,11.0,6.1,4.9,0,0.0,0.0,4
A009517,2023-06-21,2023-06-21 22:15:00,ABC,broadcast,primetime,New_York,creative_A_brand,15,17166,271.3,28.0,34.8,0.0,0,0.0,0.0,4
A009518,2023-06-21,2023-06-21 22:15:00,ABC,broadcast,primetime,Los_Angeles,creative_A_brand,15,12416,197.31,25.0,26.9,0.0,0,0.0,0.0,4
A009519,2023-06-21,2023-06-21 22:15:00,ABC,broadcast,primetime,Chicago,creative_A_brand,15,7526,123.32,23.0,15.5,7.5,1,145.09,1.177,4
A009520,2023-06-21,2023-06-21 22:15:00,ABC,broadcast,primetime,Houston,creative_A_brand,15,6023,98.66,12.0,10.6,1.4,0,0.0,0.0,4
A009521,2023-06-21,2023-06-21 22:15:00,ABC,broadcast,primetime,Phoenix,creative_A_brand,15,5090,73.99,7.0,8.4,0.0,0,0.0,0.0,4
A009522,2023-06-21,2023-06-21 22:15:00,ABC,broadcast,primetime,Philadelphia,creative_A_brand,15,7108,110.99,11.0,12.5,0.0,0,0.0,0.0,4
A009523,2023-06-21,2023-06-21 22:15:00,ABC,broadcast,primetime,Dallas,creative_A_brand,15,6372,98.66,15.0,10.4,4.6,2,252.73,2.562,4
A009524,2023-06-21,2023-06-21 22:15:00,ABC,broadcast,primetime,Atlanta,creative_A_brand,15,5409,86.32,10.0,9.2,0.8,0,0.0,0.0,4
A009525,2023-06-21,2023-06-21 14:45:00,ABC,broadcast,daytime,New_York,creative_B_product,30,9454,120.8,14.0,15.7,0.0,0,0.0,0.0,4
A009526,2023-06-21,2023-06-21 14:45:00,ABC,broadcast,daytime,Los_Angeles,creative_B_product,30,7682,87.86,10.0,11.8,0.0,0,0.0,0.0,4
A009527,2023-06-21,2023-06-21 14:45:00,ABC,broadcast,daytime,Chicago,creative_B_product,30,4140,54.91,7.0,6.8,0.2,0,0.0,0.0,4
A009528,2023-06-21,2023-06-21 14:45:00,ABC,broadcast,daytime,Houston,creative_B_product,30,3516,43.93,3.0,4.5,0.0,0,0.0,0.0,4
A009529,2023-06-21,2023-06-21 14:45:00,ABC,broadcast,daytime,Phoenix,creative_B_product,30,2794,32.95,3.0,3.8,0.0,0,0.0,0.0,4
A009530,2023-06-21,2023-06-21 14:45:00,ABC,broadcast,daytime,Philadelphia,creative_B_product,30,4303,49.42,9.0,5.5,3.5,1,177.5,3.592,4
A009531,2023-06-21,2023-06-21 14:45:00,ABC,broadcast,daytime,Dallas,creative_B_product,30,3304,43.93,3.0,4.2,0.0,0,0.0,0.0,4
A009532,2023-06-21,2023-06-21 14:45:00,ABC,broadcast,daytime,Atlanta,creative_B_product,30,2931,38.44,2.0,4.1,0.0,0,0.0,0.0,4
A009533,2023-06-21,2023-06-21 21:30:00,TNT,cable,primetime,New_York,creative_A_brand,30,26495,580.19,63.0,49.7,13.3,0,0.0,0.0,4
A009534,2023-06-21,2023-06-21 21:30:00,TNT,cable,primetime,Los_Angeles,creative_A_brand,30,18068,421.96,51.0,38.2,12.8,0,0.0,0.0,4
A009535,2023-06-21,2023-06-21 21:30:00,TNT,cable,primetime,Chicago,creative_A_brand,30,11128,263.72,19.0,22.4,0.0,0,0.0,0.0,4
A009536,2023-06-21,2023-06-21 21:30:00,TNT,cable,primetime,Houston,creative_A_brand,30,8913,210.98,21.0,15.2,5.8,0,0.0,0.0,4
A009537,2023-06-21,2023-06-21 21:30:00,TNT,cable,primetime,Phoenix,creative_A_brand,30,6681,158.23,13.0,12.4,0.6,1,130.8,0.827,4
A009538,2023-06-21,2023-06-21 21:30:00,TNT,cable,primetime,Philadelphia,creative_A_brand,30,10449,237.35,28.0,18.0,10.0,0,0.0,0.0,4
A009539,2023-06-21,2023-06-21 21:30:00,TNT,cable,primetime,Dallas,creative_A_brand,30,9482,210.98,9.0,14.0,0.0,0,0.0,0.0,4
A009540,2023-06-21,2023-06-21 21:30:00,TNT,cable,primetime,Atlanta,creative_A_brand,30,8638,184.61,20.0,13.1,6.9,1,121.22,0.657,4
A009541,2023-06-22,2023-06-22 13:00:00,NBC,broadcast,daytime,New_York,creative_B_product,30,6037,84.85,22.0,22.0,0.0,0,0.0,0.0,4
A009542,2023-06-22,2023-06-22 13:00:00,NBC,broadcast,daytime,Los_Angeles,creative_B_product,30,4311,61.71,19.0,17.2,1.8,0,0.0,0.0,4
A009543,2023-06-22,2023-06-22 13:00:00,NBC,broadcast,daytime,Chicago,creative_B_product,30,2538,38.57,11.0,9.8,1.2,0,0.0,0.0,4
A009544,2023-06-22,2023-06-22 13:00:00,NBC,broadcast,daytime,Houston,creative_B_product,30,1944,30.86,8.0,6.7,1.3,1,137.01,4.44,4
A009545,2023-06-22,2023-06-22 13:00:00,NBC,broadcast,daytime,Phoenix,creative_B_product,30,1707,23.14,5.0,5.7,0.0,0,0.0,0.0,4
A009546,2023-06-22,2023-06-22 13:00:00,NBC,broadcast,daytime,Philadelphia,creative_B_product,30,2410,34.71,8.0,7.8,0.2,0,0.0,0.0,4
A009547,2023-06-22,2023-06-22 13:00:00,NBC,broadcast,daytime,Dallas,creative_B_product,30,2195,30.86,5.0,6.3,0.0,0,0.0,0.0,4
A009548,2023-06-22,2023-06-22 13:00:00,NBC,broadcast,daytime,Atlanta,creative_B_product,30,1790,27.0,8.0,5.9,2.1,0,0.0,0.0,4
A009549,2023-06-22,2023-06-22 17:15:00,CBS,broadcast,early_fringe,New_York,creative_A_brand,30,11809,226.03,24.0,23.2,0.8,0,0.0,0.0,4
A009550,2023-06-22,2023-06-22 17:15:00,CBS,broadcast,early_fringe,Los_Angeles,creative_A_brand,30,9209,164.39,38.0,18.2,19.8,0,0.0,0.0,4
A009551,2023-06-22,2023-06-22 17:15:00,CBS,broadcast,early_fringe,Chicago,creative_A_brand,30,5394,102.74,11.0,10.5,0.5,0,0.0,0.0,4
A009552,2023-06-22,2023-06-22 17:15:00,CBS,broadcast,early_fringe,Houston,creative_A_brand,30,4530,82.19,14.0,7.0,7.0,0,0.0,0.0,4
A009553,2023-06-22,2023-06-22 17:15:00,CBS,broadcast,early_fringe,Phoenix,creative_A_brand,30,3522,61.64,3.0,6.1,0.0,0,0.0,0.0,4
A009554,2023-06-22,2023-06-22 17:15:00,CBS,broadcast,early_fringe,Philadelphia,creative_A_brand,30,5471,92.47,22.0,8.5,13.5,0,0.0,0.0,4
A009555,2023-06-22,2023-06-22 17:15:00,CBS,broadcast,early_fringe,Dallas,creative_A_brand,30,4522,82.19,13.0,6.7,6.3,0,0.0,0.0,4
A009556,2023-06-22,2023-06-22 17:15:00,CBS,broadcast,early_fringe,Atlanta,creative_A_brand,30,3788,71.92,15.0,6.4,8.6,1,147.42,2.05,4
A009557,2023-06-22,2023-06-22 21:00:00,ABC,broadcast,primetime,New_York,creative_B_product,60,83174,7541.74,47.0,55.4,0.0,0,0.0,0.0,4
A009558,2023-06-22,2023-06-22 15:45:00,HGTV,cable,daytime,New_York,creative_C_testimonial,30,8399,92.45,16.0,14.3,1.7,0,0.0,0.0,4
A009559,2023-06-22,2023-06-22 15:45:00,HGTV,cable,daytime,Los_Angeles,creative_C_testimonial,30,6611,67.24,18.0,11.4,6.6,0,0.0,0.0,4
A009560,2023-06-22,2023-06-22 15:45:00,HGTV,cable,daytime,Chicago,creative_C_testimonial,30,3916,42.02,11.0,6.8,4.2,0,0.0,0.0,4
A009561,2023-06-22,2023-06-22 15:45:00,HGTV,cable,daytime,Houston,creative_C_testimonial,30,3215,33.62,3.0,4.6,0.0,0,0.0,0.0,4
A009562,2023-06-22,2023-06-22 15:45:00,HGTV,cable,daytime,Phoenix,creative_C_testimonial,30,2334,25.21,4.0,4.0,0.0,0,0.0,0.0,4
A009563,2023-06-22,2023-06-22 15:45:00,HGTV,cable,daytime,Philadelphia,creative_C_testimonial,30,3642,37.82,6.0,5.7,0.3,0,0.0,0.0,4
A009564,2023-06-22,2023-06-22 15:45:00,HGTV,cable,daytime,Dallas,creative_C_testimonial,30,3105,33.62,5.0,4.3,0.7,0,0.0,0.0,4
A009565,2023-06-22,2023-06-22 15:45:00,HGTV,cable,daytime,Atlanta,creative_C_testimonial,30,2826,29.42,5.0,4.1,0.9,0,0.0,0.0,4
A009566,2023-06-22,2023-06-22 17:15:00,TBS,cable,sports,New_York,creative_A_brand,30,30957,1185.52,24.0,23.2,0.8,0,0.0,0.0,4
A009567,2023-06-22,2023-06-22 17:15:00,TBS,cable,sports,Los_Angeles,creative_A_brand,30,23780,862.19,38.0,18.2,19.8,1,146.95,0.17,4
A009568,2023-06-22,2023-06-22 17:15:00,TBS,cable,sports,Chicago,creative_A_brand,30,13021,538.87,11.0,10.5,0.5,0,0.0,0.0,4
A009569,2023-06-22,2023-06-22 17:15:00,TBS,cable,sports,Houston,creative_A_brand,30,11231,431.1,14.0,7.0,7.0,0,0.0,0.0,4
A009570,2023-06-22,2023-06-22 17:15:00,TBS,cable,sports,Phoenix,creative_A_brand,30,8263,323.32,3.0,6.1,0.0,0,0.0,0.0,4
A009571,2023-06-22,2023-06-22 17:15:00,TBS,cable,sports,Philadelphia,creative_A_brand,30,14072,484.98,22.0,8.5,13.5,1,132.82,0.274,4
A009572,2023-06-22,2023-06-22 17:15:00,TBS,cable,sports,Dallas,creative_A_brand,30,10635,431.1,13.0,6.7,6.3,0,0.0,0.0,4
A009573,2023-06-22,2023-06-22 17:15:00,TBS,cable,sports,Atlanta,creative_A_brand,30,10073,377.21,15.0,6.4,8.6,0,0.0,0.0,4
A009574,2023-06-22,2023-06-22 01:15:00,NBC,broadcast,late_night,New_York,creative_C_testimonial,30,5978,40.11,10.0,12.5,0.0,0,0.0,0.0,4
A009575,2023-06-22,2023-06-22 01:15:00,NBC,broadcast,late_night,Los_Angeles,creative_C_testimonial,30,3801,29.17,13.0,9.6,3.4,0,0.0,0.0,4
A009576,2023-06-22,2023-06-22 01:15:00,NBC,broadcast,late_night,Chicago,creative_C_testimonial,30,2599,18.23,5.0,5.7,0.0,0,0.0,0.0,4
A009577,2023-06-22,2023-06-22 01:15:00,NBC,broadcast,late_night,Houston,creative_C_testimonial,30,2022,14.59,7.0,4.0,3.0,0,0.0,0.0,4
A009578,2023-06-22,2023-06-22 01:15:00,NBC,broadcast,late_night,Phoenix,creative_C_testimonial,30,1401,10.94,7.0,3.7,3.3,0,0.0,0.0,4
A009579,2023-06-22,2023-06-22 01:15:00,NBC,broadcast,late_night,Philadelphia,creative_C_testimonial,30,2455,16.41,9.0,4.8,4.2,0,0.0,0.0,4
A009580,2023-06-22,2023-06-22 01:15:00,NBC,broadcast,late_night,Dallas,creative_C_testimonial,30,1869,14.59,7.0,3.9,3.1,0,0.0,0.0,4
A009581,2023-06-22,2023-06-22 01:15:00,NBC,broadcast,late_night,Atlanta,creative_C_testimonial,30,1619,12.76,4.0,3.9,0.1,0,0.0,0.0,4
A009582,2023-06-22,2023-06-22 22:00:00,ESPN,cable,primetime,New_York,creative_C_testimonial,15,16812,142.52,37.0,37.7,0.0,0,0.0,0.0,4
A009583,2023-06-22,2023-06-22 22:00:00,ESPN,cable,primetime,Los_Angeles,creative_C_testimonial,15,11297,103.65,41.0,28.7,12.3,0,0.0,0.0,4
A009584,2023-06-22,2023-06-22 22:00:00,ESPN,cable,primetime,Chicago,creative_C_testimonial,15,7433,64.78,18.0,16.4,1.6,0,0.0,0.0,4
A009585,2023-06-22,2023-06-22 22:00:00,ESPN,cable,primetime,Houston,creative_C_testimonial,15,5821,51.82,14.0,11.4,2.6,1,146.02,2.818,4
A009586,2023-06-22,2023-06-22 22:00:00,ESPN,cable,primetime,Phoenix,creative_C_testimonial,15,4368,38.87,13.0,9.2,3.8,0,0.0,0.0,4
A009587,2023-06-22,2023-06-22 22:00:00,ESPN,cable,primetime,Philadelphia,creative_C_testimonial,15,6358,58.3,16.0,13.6,2.4,0,0.0,0.0,4
A009588,2023-06-22,2023-06-22 22:00:00,ESPN,cable,primetime,Dallas,creative_C_testimonial,15,6235,51.82,22.0,10.8,11.2,0,0.0,0.0,4
A009589,2023-06-22,2023-06-22 22:00:00,ESPN,cable,primetime,Atlanta,creative_C_testimonial,15,5420,45.35,9.0,9.9,0.0,0,0.0,0.0,4
A009590,2023-06-22,2023-06-22 00:15:00,TBS,cable,late_night,New_York,creative_A_brand,30,3895,35.67,20.0,12.5,7.5,0,0.0,0.0,4
A009591,2023-06-22,2023-06-22 00:15:00,TBS,cable,late_night,Los_Angeles,creative_A_brand,30,3179,25.94,10.0,9.6,0.4,0,0.0,0.0,4
A009592,2023-06-22,2023-06-22 00:15:00,TBS,cable,late_night,Chicago,creative_A_brand,30,1860,16.21,3.0,5.5,0.0,0,0.0,0.0,4
A009593,2023-06-22,2023-06-22 00:15:00,TBS,cable,late_night,Houston,creative_A_brand,30,1474,12.97,4.0,4.0,0.0,0,0.0,0.0,4
A009594,2023-06-22,2023-06-22 00:15:00,TBS,cable,late_night,Phoenix,creative_A_brand,30,1067,9.73,2.0,3.7,0.0,0,0.0,0.0,4
A009595,2023-06-22,2023-06-22 00:15:00,TBS,cable,late_night,Philadelphia,creative_A_brand,30,1516,14.59,4.0,4.8,0.0,0,0.0,0.0,4
A009596,2023-06-22,2023-06-22 00:15:00,TBS,cable,late_night,Dallas,creative_A_brand,30,1573,12.97,4.0,3.9,0.1,0,0.0,0.0,4
A009597,2023-06-22,2023-06-22 00:15:00,TBS,cable,late_night,Atlanta,creative_A_brand,30,1356,11.35,4.0,4.0,0.0,0,0.0,0.0,4
A009598,2023-06-22,2023-06-22 20:45:00,Food_Network,cable,primetime,New_York,creative_B_product,30,17928,339.38,80.0,61.5,18.5,1,162.42,0.479,4
A009599,2023-06-22,2023-06-22 20:45:00,Food_Network,cable,primetime,Los_Angeles,creative_B_product,30,11775,246.82,61.0,46.1,14.9,0,0.0,0.0,4
A009600,2023-06-22,2023-06-22 20:45:00,Food_Network,cable,primetime,Chicago,creative_B_product,30,8548,154.26,39.0,26.6,12.4,0,0.0,0.0,4
A009601,2023-06-22,2023-06-22 20:45:00,Food_Network,cable,primetime,Houston,creative_B_product,30,6783,123.41,26.0,18.4,7.6,1,176.83,1.433,4
A009602,2023-06-22,2023-06-22 20:45:00,Food_Network,cable,primetime,Phoenix,creative_B_product,30,5151,92.56,11.0,15.3,0.0,0,0.0,0.0,4
A009603,2023-06-22,2023-06-22 20:45:00,Food_Network,cable,primetime,Philadelphia,creative_B_product,30,7679,138.84,31.0,21.9,9.1,0,0.0,0.0,4
A009604,2023-06-22,2023-06-22 20:45:00,Food_Network,cable,primetime,Dallas,creative_B_product,30,6080,123.41,13.0,17.0,0.0,0,0.0,0.0,4
A009605,2023-06-22,2023-06-22 20:45:00,Food_Network,cable,primetime,Atlanta,creative_B_product,30,5655,107.98,31.0,16.1,14.9,0,0.0,0.0,4
A009606,2023-06-23,2023-06-23 22:00:00,Food_Network,cable,primetime,Los_Angeles,creative_D_promo,30,70781,956.14,102.0,29.7,72.3,2,247.21,0.259,4
A009607,2023-06-23,2023-06-23 08:45:00,HGTV,cable,early_morning,Dallas,creative_A_brand,30,15618,68.84,27.0,9.8,17.2,0,0.0,0.0,4
A009608,2023-06-23,2023-06-23 01:45:00,ESPN,cable,late_night,New_York,creative_D_promo,30,5647,33.36,10.0,13.1,0.0,0,0.0,0.0,4
A009609,2023-06-23,2023-06-23 01:45:00,ESPN,cable,late_night,Los_Angeles,creative_D_promo,30,4419,24.27,19.0,10.1,8.9,0,0.0,0.0,4
A009610,2023-06-23,2023-06-23 01:45:00,ESPN,cable,late_night,Chicago,creative_D_promo,30,2514,15.17,8.0,6.1,1.9,0,0.0,0.0,4
A009611,2023-06-23,2023-06-23 01:45:00,ESPN,cable,late_night,Houston,creative_D_promo,30,2346,12.13,8.0,4.1,3.9,0,0.0,0.0,4
A009612,2023-06-23,2023-06-23 01:45:00,ESPN,cable,late_night,Phoenix,creative_D_promo,30,1749,9.1,7.0,3.8,3.2,0,0.0,0.0,4
A009613,2023-06-23,2023-06-23 01:45:00,ESPN,cable,late_night,Philadelphia,creative_D_promo,30,2559,13.65,7.0,5.0,2.0,0,0.0,0.0,4
A009614,2023-06-23,2023-06-23 01:45:00,ESPN,cable,late_night,Dallas,creative_D_promo,30,2192,12.13,5.0,4.0,1.0,0,0.0,0.0,4
A009615,2023-06-23,2023-06-23 01:45:00,ESPN,cable,late_night,Atlanta,creative_D_promo,30,1725,10.62,7.0,3.9,3.1,0,0.0,0.0,4
A009616,2023-06-23,2023-06-23 16:45:00,FOX,broadcast,sports,New_York,creative_A_brand,30,32171,1915.59,16.0,18.6,0.0,0,0.0,0.0,4
A009617,2023-06-23,2023-06-23 16:45:00,FOX,broadcast,sports,Los_Angeles,creative_A_brand,30,23754,1393.16,14.0,14.5,0.0,0,0.0,0.0,4
A009618,2023-06-23,2023-06-23 16:45:00,FOX,broadcast,sports,Chicago,creative_A_brand,30,16135,870.72,18.0,8.3,9.7,2,280.43,0.322,4
A009619,2023-06-23,2023-06-23 16:45:00,FOX,broadcast,sports,Houston,creative_A_brand,30,11803,696.58,13.0,5.4,7.6,1,138.94,0.199,4
A009620,2023-06-23,2023-06-23 16:45:00,FOX,broadcast,sports,Phoenix,creative_A_brand,30,8211,522.43,5.0,4.8,0.2,0,0.0,0.0,4
A009621,2023-06-23,2023-06-23 16:45:00,FOX,broadcast,sports,Philadelphia,creative_A_brand,30,12536,783.65,13.0,7.0,6.0,0,0.0,0.0,4
A009622,2023-06-23,2023-06-23 16:45:00,FOX,broadcast,sports,Dallas,creative_A_brand,30,11808,696.58,6.0,5.2,0.8,0,0.0,0.0,4
A009623,2023-06-23,2023-06-23 16:45:00,FOX,broadcast,sports,Atlanta,creative_A_brand,30,10290,609.51,9.0,4.9,4.1,0,0.0,0.0,4
A009624,2023-06-24,2023-06-24 12:15:00,HGTV,cable,sports,New_York,creative_B_product,30,27098,760.96,51.0,26.7,24.3,1,159.5,0.21,4
A009625,2023-06-24,2023-06-24 12:15:00,HGTV,cable,sports,Los_Angeles,creative_B_product,30,18283,553.42,32.0,19.7,12.3,0,0.0,0.0,4
